file_name,test_id,session_id,index,_program_index,program_index,old_index,unixtime,datetime_utc,datetime_jst,rtc_year,rtc_month,rtc_day,rtc_hour,rtc_min,rtc_sec,rtc_msec,gps_hour,gps_min,gps_sec,latitude,longitude,altitude,fix_type,SIV,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,illuminance,atmopress,water_pressure,water_temp,depth,alt_wps,battery_level,behavior_class,camera_command,camera_recording,camera_count,play_audio,speaker_on,audio_file,prev_sd_write_time_ms,delay_occurred_counter,speed_geodesic_m_s,speed_geodesic_km_h,speed_distance_m_s,speed_distance_km_h,cum_distance_m,diff_distance_m,abs_diff_distance_m,abs_speed_diff,turning_angle
LBP00_S01,LBP00,1,0,-66,1,4675,1715223086.0,2024-05-09 02:51:26+00:00,2024-05-09 11:51:26+09:00,2024,5,9,2,51,26,0,2.0,51.0,26.0,40.543098,141.507996,15.997,3.0,12.0,-0.273193,0.346924,1.500488,-28.564453,103.210449,-50.598145,-244.0,-59.0,403.0,2180.0,0.0,1014.700012,15.78,0.016847,-12.05827,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBP00_S01,LBP00,1,1,-65,2,4700,1715223087.0,2024-05-09 02:51:27+00:00,2024-05-09 11:51:27+09:00,2024,5,9,2,51,27,0,2.0,51.0,27.0,40.543121,141.508057,17.051001,3.0,12.0,0.431396,0.063232,0.768799,3.295898,-169.128418,14.709473,-242.0,-54.0,395.0,2270.0,0.0,1015.0,15.78,0.01982,-14.55122,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,5.764233715953699,20.751241377433317,5.764233715953699,20.751241377433317,5.764233715953699,5.764233715953699,5.764233715953699,5.764233715953699,0.0
LBP00_S01,LBP00,1,2,-64,3,4725,1715223088.0,2024-05-09 02:51:28+00:00,2024-05-09 11:51:28+09:00,2024,5,9,2,51,28,0,2.0,51.0,28.0,40.543152,141.508133,17.471001,3.0,12.0,0.063477,0.131104,0.084229,-73.059082,-128.051758,19.775391,-244.0,-57.0,392.0,2316.0,0.0,1014.599976,15.82,0.015856,-11.226815,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,7.300739776337252,26.28266319481411,7.300739776337252,26.28266319481411,13.064973492290951,1.5365060603835534,1.5365060603835534,1.5365060603835534,1.5313788445054892
LBP00_S01,LBP00,1,3,-63,4,4750,1715223089.0,2024-05-09 02:51:29+00:00,2024-05-09 11:51:29+09:00,2024,5,9,2,51,29,0,2.0,51.0,29.0,40.54319,141.508194,18.372999,3.0,12.0,0.279297,0.619141,1.591797,32.348633,71.289062,-18.310547,-241.0,-49.0,399.0,2245.0,0.0,1014.400024,15.9,0.013874,-9.564723,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,6.671522862555121,24.017482305198435,6.671522862555121,24.017482305198435,19.73649635484607,-0.6292169137821313,0.6292169137821313,0.6292169137821313,9.730587313679582
LBP00_S01,LBP00,1,4,-62,5,4775,1715223090.0,2024-05-09 02:51:30+00:00,2024-05-09 11:51:30+09:00,2024,5,9,2,51,30,0,2.0,51.0,30.0,40.543236,141.508255,19.301001,3.0,12.0,-0.010986,0.34375,1.580322,-3.479004,83.435059,-35.15625,-240.0,-48.0,400.0,2230.0,0.0,1013.5,15.97,0.004955,-2.079991,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,7.266059740582671,26.157815066097616,7.266059740582671,26.157815066097616,27.002556095428744,0.59453687802755,0.59453687802755,0.59453687802755,5.099010043375739
LBP00_S01,LBP00,1,5,-61,6,4800,1715223091.0,2024-05-09 02:51:31+00:00,2024-05-09 11:51:31+09:00,2024,5,9,2,51,31,0,2.0,51.0,31.0,40.54327,141.508316,19.728001,3.0,12.0,0.10083,0.162354,0.056885,-23.498535,-75.866699,-1.647949,-242.0,-55.0,391.0,2330.0,0.0,1014.400024,16.040001,0.013874,-9.564723,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,6.399829780870005,23.039387211132016,6.399829780870005,23.039387211132016,33.40238587629875,-0.8662299597126664,0.8662299597126664,0.8662299597126664,7.885594068523054
LBP00_S01,LBP00,1,6,-60,7,4825,1715223092.0,2024-05-09 02:51:32+00:00,2024-05-09 11:51:32+09:00,2024,5,9,2,51,32,0,2.0,51.0,32.0,40.543312,141.508362,19.127001,3.0,12.0,0.0,0.463379,1.813965,60.241699,21.728516,26.367188,-231.0,-53.0,382.0,2195.0,0.0,1014.299988,16.1,0.012883,-8.733069,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,6.077584188368315,21.879303078125933,6.077584188368315,21.879303078125933,39.479970064667064,-0.32224559250169005,0.32224559250169005,0.32224559250169005,13.26314560917462
LBP00_S01,LBP00,1,7,-59,8,4850,1715223093.0,2024-05-09 02:51:33+00:00,2024-05-09 11:51:33+09:00,2024,5,9,2,51,33,0,2.0,51.0,33.0,40.543385,141.508392,17.174,3.0,12.0,0.804688,0.139893,1.360107,27.038574,-33.26416,52.062988,-231.0,-45.0,394.0,2356.0,0.0,1014.400024,16.16,0.013874,-9.564723,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,8.495331386828388,30.583192992582198,8.495331386828388,30.583192992582198,47.975301451495454,2.4177471984600736,2.4177471984600736,2.4177471984600736,25.261914253427072
LBP00_S01,LBP00,1,8,-58,9,4875,1715223094.0,2024-05-09 02:51:34+00:00,2024-05-09 11:51:34+09:00,2024,5,9,2,51,34,0,2.0,51.0,34.0,40.54348,141.508362,15.978,3.0,12.0,0.256836,-0.022217,0.113037,-200.622559,-83.80127,32.470703,-229.0,-31.0,400.0,2401.0,0.0,1014.400024,16.209999,0.013874,-9.564723,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,10.85108586571275,39.0639091165659,10.85108586571275,39.0639091165659,58.8263873172082,2.3557544788843625,2.3557544788843625,2.3557544788843625,39.866216310242095
LBP00_S01,LBP00,1,9,-57,10,4900,1715223095.0,2024-05-09 02:51:35+00:00,2024-05-09 11:51:35+09:00,2024,5,9,2,51,35,0,2.0,51.0,35.0,40.543564,141.508331,16.308001,3.0,12.0,0.179443,-0.014893,1.006836,-52.91748,92.041016,-49.255371,-227.0,-22.0,404.0,2299.0,0.0,1014.299988,16.27,0.012883,-8.733069,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,9.69040964924054,34.885474737265945,9.69040964924054,34.885474737265945,68.51679696644874,-1.1606762164722113,1.1606762164722113,1.1606762164722113,2.7308938154260827
LBP00_S01,LBP00,1,10,-56,11,4925,1715223096.0,2024-05-09 02:51:36+00:00,2024-05-09 11:51:36+09:00,2024,5,9,2,51,36,0,2.0,51.0,36.0,40.543648,141.508316,16.261999,3.0,12.0,0.744873,0.080811,0.988281,3.112793,-0.671387,17.333984,-229.0,-33.0,399.0,2352.0,0.0,1014.599976,16.32,0.015856,-11.226815,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,9.413941346478131,33.89018884732127,9.413941346478131,33.89018884732127,77.93073831292686,-0.2764683027624084,0.2764683027624084,0.2764683027624084,10.131790528621767
LBP00_S01,LBP00,1,11,-55,12,4950,1715223097.0,2024-05-09 02:51:37+00:00,2024-05-09 11:51:37+09:00,2024,5,9,2,51,37,0,2.0,51.0,37.0,40.543728,141.508316,14.882,3.0,12.0,0.116943,0.218018,0.001709,-17.76123,-84.655762,23.925781,-228.0,-30.0,400.0,2233.0,0.0,1014.5,16.360001,0.014865,-10.395802,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,8.883607876111128,31.98098835400006,8.883607876111128,31.98098835400006,86.81434618903799,-0.5303334703670028,0.5303334703670028,0.5303334703670028,10.124671649862334
LBP00_S01,LBP00,1,12,-54,13,4975,1715223098.0,2024-05-09 02:51:38+00:00,2024-05-09 11:51:38+09:00,2024,5,9,2,51,38,0,2.0,51.0,38.0,40.543808,141.508347,13.42,3.0,12.0,0.273193,0.6875,1.706543,39.123535,46.99707,5.126953,-230.0,-37.0,400.0,2213.0,0.0,1014.200012,16.4,0.011892,-7.901858,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,9.263630541596255,33.34906994974652,9.263630541596255,33.34906994974652,96.07797673063425,0.38002266548512686,0.38002266548512686,0.38002266548512686,21.181349487656362
LBP00_S01,LBP00,1,13,-53,14,5000,1715223099.0,2024-05-09 02:51:39+00:00,2024-05-09 11:51:39+09:00,2024,5,9,2,51,39,0,2.0,51.0,39.0,40.543896,141.508362,13.627,3.0,12.0,-0.053711,0.55542,1.646729,62.62207,84.899902,-37.902832,-230.0,-37.0,401.0,2246.0,0.0,1014.200012,16.440001,0.011892,-7.901858,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,9.854238954276566,35.47526023539564,9.854238954276566,35.47526023539564,105.93221568491082,0.5906084126803108,0.5906084126803108,0.5906084126803108,11.50799404304314
LBP00_S01,LBP00,1,14,-52,15,5025,1715223100.0,2024-05-09 02:51:40+00:00,2024-05-09 11:51:40+09:00,2024,5,9,2,51,40,0,2.0,51.0,40.0,40.543968,141.508392,15.05,3.0,12.0,0.2146,-0.261475,0.475342,-81.176758,-149.108887,29.47998,-237.0,-42.0,402.0,2308.0,0.0,1014.200012,16.469999,0.011892,-7.901858,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,8.389431413289392,30.20195308784181,8.389431413289392,30.20195308784181,114.3216470982002,-1.4648075409871737,1.4648075409871737,1.4648075409871737,12.946509489776531
LBP00_S01,LBP00,1,15,-51,16,5050,1715223101.0,2024-05-09 02:51:41+00:00,2024-05-09 11:51:41+09:00,2024,5,9,2,51,41,0,2.0,51.0,41.0,40.544044,141.508408,16.257999,3.0,12.0,-0.047852,-0.154053,0.0625,-68.786621,-83.984375,0.061035,-237.0,-36.0,404.0,2205.0,0.0,1014.299988,16.5,0.012883,-8.733069,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,8.547575486485972,30.7712717513495,8.547575486485972,30.7712717513495,122.86922258468617,0.15814407319657953,0.15814407319657953,0.15814407319657953,10.731206882883262
LBP00_S01,LBP00,1,16,-50,17,5075,1715223102.0,2024-05-09 02:51:42+00:00,2024-05-09 11:51:42+09:00,2024,5,9,2,51,42,0,2.0,51.0,42.0,40.544109,141.508453,17.289,3.0,12.0,-0.016113,0.185547,1.890381,-71.533203,25.32959,-22.338867,-235.0,-40.0,403.0,2078.0,0.0,1014.400024,16.530001,0.013874,-9.564723,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,8.162737214068622,29.38585397064704,8.162737214068622,29.38585397064704,131.0319597987548,-0.38483827241734936,0.38483827241734936,0.38483827241734936,22.80649548005313
LBP00_S01,LBP00,1,17,-49,18,5100,1715223103.0,2024-05-09 02:51:43+00:00,2024-05-09 11:51:43+09:00,2024,5,9,2,51,43,0,2.0,51.0,43.0,40.544155,141.508514,18.134001,3.0,12.0,0.783936,0.459717,1.177002,34.118652,6.469727,12.084961,-244.0,-51.0,398.0,2194.0,0.0,1014.0,16.549999,0.00991,-6.238727,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,7.266010086578377,26.157636311682158,7.266010086578377,26.157636311682158,138.29796988533317,-0.8967271274902453,0.8967271274902453,0.8967271274902453,18.2849602054485
LBP00_S01,LBP00,1,18,-48,19,5125,1715223104.0,2024-05-09 02:51:44+00:00,2024-05-09 11:51:44+09:00,2024,5,9,2,51,44,0,2.0,51.0,44.0,40.544186,141.508591,19.059999,3.0,12.0,0.191162,0.379639,0.079346,42.297363,-101.074219,13.916016,-245.0,-53.0,397.0,2218.0,0.0,1014.099976,16.57,0.010901,-7.070072,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,7.375464817792501,26.551673344053004,7.375464817792501,26.551673344053004,145.67343470312568,0.1094547312141243,0.1094547312141243,0.1094547312141243,15.090298514057308
LBP00_S01,LBP00,1,19,-47,20,5150,1715223105.0,2024-05-09 02:51:45+00:00,2024-05-09 11:51:45+09:00,2024,5,9,2,51,45,0,2.0,51.0,45.0,40.544216,141.508682,18.77,3.0,12.0,0.088379,0.337646,0.831543,-11.657715,116.760254,-19.897461,-243.0,-56.0,393.0,2207.0,0.0,1014.299988,16.59,0.012883,-8.733069,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,8.397829064404338,30.232184631855617,8.397829064404338,30.232184631855617,154.07126376753,1.0223642466118363,1.0223642466118363,1.0223642466118363,3.6837332235734452
LBP00_S01,LBP00,1,20,-46,21,5175,1715223106.0,2024-05-09 02:51:46+00:00,2024-05-09 11:51:46+09:00,2024,5,9,2,51,46,0,2.0,51.0,46.0,40.544266,141.508759,18.632,3.0,12.0,0.14624,0.53833,1.601318,-23.010254,89.599609,-44.311523,-235.0,-45.0,398.0,2201.0,0.0,1014.400024,16.610001,0.013874,-9.564723,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,8.565910714557942,30.837278572408593,8.565910714557942,30.837278572408593,162.63717448208794,0.16808165015360466,0.16808165015360466,0.16808165015360466,14.75185057517902
LBP00_S01,LBP00,1,21,-45,22,5200,1715223107.0,2024-05-09 02:51:47+00:00,2024-05-09 11:51:47+09:00,2024,5,9,2,51,47,0,2.0,51.0,47.0,40.544327,141.50882,18.073,3.0,12.0,0.154297,-0.108887,0.272949,-34.362793,-133.422852,32.043457,-242.0,-44.0,403.0,2163.0,0.0,1014.200012,16.639999,0.011892,-7.901858,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,8.519745002325454,30.671082008371634,8.519745002325454,30.671082008371634,171.1569194844134,-0.04616571223248833,0.04616571223248833,0.04616571223248833,12.002294906133796
LBP00_S01,LBP00,1,22,-44,23,5225,1715223108.0,2024-05-09 02:51:48+00:00,2024-05-09 11:51:48+09:00,2024,5,9,2,51,48,0,2.0,51.0,48.0,40.544376,141.508911,17.739,3.0,12.0,-0.429932,0.115234,0.322754,29.663086,143.432617,-32.531738,-242.0,-50.0,399.0,2196.0,0.0,1014.0,16.65,0.00991,-6.238727,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,9.435683532443994,33.968460716798376,9.435683532443994,33.968460716798376,180.5926030168574,0.9159385301185399,0.9159385301185399,0.9159385301185399,16.699244248937827
LBP00_S01,LBP00,1,23,-43,24,5250,1715223109.0,2024-05-09 02:51:49+00:00,2024-05-09 11:51:49+09:00,2024,5,9,2,51,49,0,2.0,51.0,49.0,40.544426,141.508987,17.427999,3.0,12.0,0.215576,0.042236,1.800537,45.043945,77.758789,-25.695801,-236.0,-49.0,393.0,2176.0,0.0,1014.400024,16.67,0.013874,-9.564723,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,8.501569421637983,30.60564991789674,8.501569421637983,30.60564991789674,189.09417243849538,-0.9341141108060107,0.9341141108060107,0.9341141108060107,5.039951597005129
LBP00_S01,LBP00,1,24,-42,25,5275,1715223110.0,2024-05-09 02:51:50+00:00,2024-05-09 11:51:50+09:00,2024,5,9,2,51,50,0,2.0,51.0,50.0,40.544483,141.509048,17.365999,3.0,12.0,0.671387,-0.094727,0.99707,-11.71875,-160.15625,46.508789,-237.0,-48.0,396.0,2283.0,0.0,1014.099976,16.68,0.010901,-7.070072,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,8.171027586791867,29.415699312450723,8.171027586791867,29.415699312450723,197.26520002528724,-0.330541834846116,0.330541834846116,0.330541834846116,9.717806245699979
LBP00_S01,LBP00,1,25,-41,26,5300,1715223111.0,2024-05-09 02:51:51+00:00,2024-05-09 11:51:51+09:00,2024,5,9,2,51,51,0,2.0,51.0,51.0,40.544548,141.509109,17.337,3.0,12.0,-0.532471,0.293457,-0.457764,52.368164,32.592773,21.911621,-238.0,-46.0,400.0,2222.0,0.0,1014.099976,16.700001,0.010901,-7.070072,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,8.876976806201297,31.95711650232467,8.876976806201297,31.95711650232467,206.14217683148854,0.7059492194094297,0.7059492194094297,0.7059492194094297,3.7597893692879674
LBP00_S01,LBP00,1,26,-40,27,5325,1715223112.0,2024-05-09 02:51:52+00:00,2024-05-09 11:51:52+09:00,2024,5,9,2,51,52,0,2.0,51.0,52.0,40.544613,141.509171,17.610001,3.0,12.0,-0.078857,0.272949,1.97168,-15.380859,38.513184,-9.765625,-235.0,-47.0,396.0,2204.0,0.0,1014.599976,16.709999,0.015856,-11.226815,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,8.92655152511119,32.13558549040029,8.92655152511119,32.13558549040029,215.06872835659973,0.04957471890989318,0.04957471890989318,0.04957471890989318,0.46511102270988436
LBP00_S01,LBP00,1,27,-39,28,5350,1715223113.0,2024-05-09 02:51:53+00:00,2024-05-09 11:51:53+09:00,2024,5,9,2,51,53,0,2.0,51.0,53.0,40.544678,141.509201,19.684,3.0,12.0,0.760742,0.60376,1.158203,51.208496,56.518555,5.554199,-233.0,-45.0,397.0,2237.0,0.0,1014.299988,16.719999,0.012883,-8.733069,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,7.652254043845293,27.548114557843054,7.652254043845293,27.548114557843054,222.72098240044502,-1.2742974812658971,1.2742974812658971,1.2742974812658971,18.87166749765335
LBP00_S01,LBP00,1,28,-38,29,5375,1715223114.0,2024-05-09 02:51:54+00:00,2024-05-09 11:51:54+09:00,2024,5,9,2,51,54,0,2.0,51.0,54.0,40.544743,141.509247,20.504999,3.0,12.0,0.164307,-0.066162,0.179688,-46.875,-96.191406,-4.638672,-240.0,-41.0,404.0,2213.0,0.0,1014.0,16.74,0.00991,-6.238727,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,8.202623673898033,29.52944522603292,8.202623673898033,29.52944522603292,230.92360607434307,0.5503696300527405,0.5503696300527405,0.5503696300527405,10.511608418576285
LBP00_S01,LBP00,1,29,-37,30,5400,1715223115.0,2024-05-09 02:51:55+00:00,2024-05-09 11:51:55+09:00,2024,5,9,2,51,55,0,2.0,51.0,55.0,40.5448,141.509293,20.693001,3.0,12.0,-0.093018,0.685791,1.592285,3.967285,53.466797,-1.220703,-232.0,-45.0,398.0,2193.0,0.0,1014.0,16.75,0.00991,-6.238727,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,7.432895439023219,26.758423580483587,7.432895439023219,26.758423580483587,238.35650151336628,-0.7697282348748145,0.7697282348748145,0.7697282348748145,3.617389494703935
LBP00_S01,LBP00,1,30,-36,31,5425,1715223116.0,2024-05-09 02:51:56+00:00,2024-05-09 11:51:56+09:00,2024,5,9,2,51,56,0,2.0,51.0,56.0,40.544857,141.509338,20.75,3.0,12.0,0.91626,0.13916,1.332031,34.057617,-51.025391,22.827148,-235.0,-42.0,400.0,2200.0,0.0,1014.200012,16.75,0.011892,-7.901858,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,7.388835703098876,26.599808531155954,7.388835703098876,26.599808531155954,245.74533721646515,-0.04405973592434265,0.04405973592434265,0.04405973592434265,0.6139752754390198
LBP00_S01,LBP00,1,31,-35,32,5450,1715223117.0,2024-05-09 02:51:57+00:00,2024-05-09 11:51:57+09:00,2024,5,9,2,51,57,0,2.0,51.0,57.0,40.544918,141.509384,21.237,3.0,12.0,-0.339355,0.02002,-0.223877,17.211914,-32.653809,-5.981445,-238.0,-51.0,393.0,2302.0,0.0,1014.0,16.76,0.00991,-6.238727,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,7.814609703744767,28.132594933481162,7.814609703744767,28.132594933481162,253.5599469202099,0.425774000645891,0.425774000645891,0.425774000645891,1.2702769408485068
LBP00_S01,LBP00,1,32,-34,33,5475,1715223118.0,2024-05-09 02:51:58+00:00,2024-05-09 11:51:58+09:00,2024,5,9,2,51,58,0,2.0,51.0,58.0,40.544987,141.50943,21.330999,3.0,12.0,-0.038818,0.452393,1.966064,32.775879,26.489258,-17.39502,-231.0,-42.0,397.0,2213.0,0.0,1014.200012,16.77,0.011892,-7.901858,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,8.596066340704285,30.945838826535425,8.596066340704285,30.945838826535425,262.1560132609142,0.7814566369595175,0.7814566369595175,0.7814566369595175,3.3298187263409127
LBP00_S01,LBP00,1,33,-33,34,5500,1715223119.0,2024-05-09 02:51:59+00:00,2024-05-09 11:51:59+09:00,2024,5,9,2,51,59,0,2.0,51.0,59.0,40.545055,141.50946,21.976,3.0,12.0,0.857178,0.054932,1.118652,36.132812,-109.558105,39.489746,-231.0,-33.0,402.0,2163.0,0.0,1014.299988,16.780001,0.012883,-8.733069,4.035937,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,7.967245661429187,28.682084381145074,7.967245661429187,28.682084381145074,270.1232589223434,-0.6288206792750977,0.6288206792750977,0.6288206792750977,9.88412402049302
LBP00_S01,LBP00,1,34,-32,35,5525,1715223120.0,2024-05-09 02:52:00+00:00,2024-05-09 11:52:00+09:00,2024,5,9,2,52,0,0,2.0,52.0,0.0,40.54512,141.509491,21.889,3.0,12.0,-0.248291,0.262695,-0.243164,36.315918,-52.856445,33.02002,-240.0,-43.0,402.0,2184.0,0.0,1013.599976,16.780001,0.005946,-2.911668,3.979687,0.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,7.680797358986098,27.650870492349952,7.680797358986098,27.650870492349952,277.8040562813295,-0.2864483024430893,0.2864483024430893,0.2864483024430893,1.6916079931112002
