file_name,test_id,session_id,index,_program_index,program_index,old_index,unixtime,datetime_utc,datetime_jst,rtc_year,rtc_month,rtc_day,rtc_hour,rtc_min,rtc_sec,rtc_msec,gps_hour,gps_min,gps_sec,latitude,longitude,altitude,fix_type,SIV,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,illuminance,atmopress,water_pressure,water_temp,depth,alt_wps,battery_level,behavior_class,camera_command,camera_recording,camera_count,play_audio,speaker_on,audio_file,prev_sd_write_time_ms,delay_occurred_counter,speed_geodesic_m_s,speed_geodesic_km_h,speed_distance_m_s,speed_distance_km_h,cum_distance_m,diff_distance_m,abs_diff_distance_m,abs_speed_diff,turning_angle
LBP03_S06,LBP03,6,0,0,1,26400,1715749830.0,2024-05-15 05:10:30+00:00,2024-05-15 14:10:30+09:00,2024,5,15,5,10,30,0,5.0,10.0,30.0,40.529907,141.493271,28.190001,3.0,12.0,-0.203125,-0.7229,2.182373,259.033203,-128.173828,7.507324,-291.0,47.0,356.0,2375.0,0.0,1018.200012,30.469999,0.051531,-41.106812,3.853125,0.0,1.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBP03_S06,LBP03,6,1,1,2,26425,1715749831.0,2024-05-15 05:10:31+00:00,2024-05-15 14:10:31+09:00,2024,5,15,5,10,31,0,5.0,10.0,31.0,40.529808,141.493134,28.950001,3.0,13.0,0.172852,-0.2854,2.247803,24.597168,-132.202148,11.71875,-296.0,57.0,348.0,2610.0,0.0,1018.099976,30.459999,0.05054,-40.277672,3.853125,0.0,1.0,1.0,6.0,0.0,0.0,0.0,5.0,0.0,15.987561594804696,57.555221741296904,15.987561594804696,57.555221741296904,15.987561594804696,15.987561594804696,15.987561594804696,15.987561594804696,0.0
LBP03_S06,LBP03,6,2,2,3,26450,1715749832.0,2024-05-15 05:10:32+00:00,2024-05-15 14:10:32+09:00,2024,5,15,5,10,32,0,5.0,10.0,32.0,40.52972,141.492996,29.844,3.0,13.0,0.55835,-0.427002,2.053955,-36.132812,-124.267578,32.714844,-295.0,56.0,351.0,2769.0,0.0,1018.400024,30.49,0.053513,-42.764385,3.853125,0.0,1.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,15.23850417491658,54.858615029699685,15.23850417491658,54.858615029699685,31.226065769721274,-0.7490574198881159,0.7490574198881159,0.7490574198881159,3.3280293250285378
LBP03_S06,LBP03,6,3,3,4,26475,1715749833.0,2024-05-15 05:10:33+00:00,2024-05-15 14:10:33+09:00,2024,5,15,5,10,33,0,5.0,10.0,33.0,40.52964,141.492844,31.801001,3.0,13.0,-0.344727,-0.130615,0.306152,20.812988,261.108398,23.864746,-295.0,57.0,351.0,2913.0,0.0,1017.599976,30.540001,0.045585,-36.132507,3.853125,0.0,1.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,15.64567861301178,56.32444300684241,15.64567861301178,56.32444300684241,46.871744382733056,0.4071744380952005,0.4071744380952005,0.4071744380952005,4.766349692739724
LBP03_S06,LBP03,6,4,4,5,26500,1715749834.0,2024-05-15 05:10:34+00:00,2024-05-15 14:10:34+09:00,2024,5,15,5,10,34,0,5.0,10.0,34.0,40.529568,141.492706,33.916,3.0,13.0,-0.520264,0.091064,-0.280273,137.817383,285.27832,-23.132324,-290.0,63.0,349.0,2775.0,0.0,1017.099976,30.6,0.04063,-31.985689,3.853125,0.0,1.0,1.0,6.0,0.0,0.0,0.0,9.0,0.0,14.164936050565457,50.99376978203564,14.164936050565457,50.99376978203564,61.036680433298514,-1.4807425624463235,1.4807425624463235,1.4807425624463235,0.20572901903031213
LBP03_S06,LBP03,6,5,5,6,26525,1715749835.0,2024-05-15 05:10:35+00:00,2024-05-15 14:10:35+09:00,2024,5,15,5,10,35,0,5.0,10.0,35.0,40.529503,141.492554,35.166,3.0,13.0,-0.451172,0.179199,-0.335693,83.80127,47.424316,-105.834961,-288.0,55.0,354.0,3010.0,0.0,1017.299988,30.65,0.042612,-33.644714,3.853125,0.0,1.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,14.763744254100066,53.14947931476024,14.763744254100066,53.14947931476024,75.80042468739857,0.5988082035346096,0.5988082035346096,0.5988082035346096,4.39973001309418
LBP03_S06,LBP03,6,6,6,7,26550,1715749836.0,2024-05-15 05:10:36+00:00,2024-05-15 14:10:36+09:00,2024,5,15,5,10,36,0,5.0,10.0,36.0,40.529438,141.492416,37.744999,3.0,13.0,-0.767334,0.245117,-0.487549,208.129883,237.609863,-62.866211,-294.0,67.0,337.0,3077.0,0.0,1016.900024,30.709999,0.038648,-30.326906,3.853125,0.0,1.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,13.741199694977796,49.468318901920064,13.741199694977796,49.468318901920064,89.54162438237637,-1.0225445591222702,1.0225445591222702,1.0225445591222702,2.06803362424576
LBP03_S06,LBP03,6,7,7,8,26575,1715749837.0,2024-05-15 05:10:37+00:00,2024-05-15 14:10:37+09:00,2024,5,15,5,10,37,0,5.0,10.0,37.0,40.529392,141.492264,38.435001,3.0,13.0,-0.428955,-0.376465,0.52124,22.216797,251.525879,3.356934,-279.0,58.0,354.0,2684.0,0.0,1016.799988,30.76,0.037657,-29.496908,3.853125,0.0,1.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,13.855062504414159,49.87822501589097,13.855062504414159,49.87822501589097,103.39668688679053,0.11386280943636251,0.11386280943636251,0.11386280943636251,8.383642563765118
LBP03_S06,LBP03,6,8,8,9,26600,1715749838.0,2024-05-15 05:10:38+00:00,2024-05-15 14:10:38+09:00,2024,5,15,5,10,38,0,5.0,10.0,38.0,40.52935,141.492111,38.563,3.0,13.0,-0.077637,-0.158936,0.305664,89.111328,163.635254,12.817383,-280.0,70.0,341.0,2854.0,0.0,1017.099976,30.799999,0.04063,-31.985689,3.853125,0.0,1.0,1.0,6.0,0.0,0.0,0.0,5.0,0.0,13.777233631874246,49.598041074747286,13.777233631874246,49.598041074747286,117.17392051866477,-0.07782887253991255,0.07782887253991255,0.07782887253991255,1.4873361348194174
LBP03_S06,LBP03,6,9,9,10,26625,1715749839.0,2024-05-15 05:10:39+00:00,2024-05-15 14:10:39+09:00,2024,5,15,5,10,39,0,5.0,10.0,39.0,40.529324,141.491959,39.183998,3.0,12.0,0.08374,-0.307129,0.352051,-38.208008,-145.263672,-43.762207,-279.0,65.0,348.0,2908.0,0.0,1017.099976,30.85,0.04063,-31.985689,3.853125,0.0,1.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,13.19873362840146,47.51544106224526,13.19873362840146,47.51544106224526,130.37265414706624,-0.5785000034727865,0.5785000034727865,0.5785000034727865,5.643484081888949
LBP03_S06,LBP03,6,10,10,11,26650,1715749840.0,2024-05-15 05:10:40+00:00,2024-05-15 14:10:40+09:00,2024,5,15,5,10,40,0,5.0,10.0,40.0,40.529316,141.491776,38.389999,3.0,13.0,0.192139,-0.339111,0.797607,137.695312,101.013184,28.686523,-273.0,75.0,338.0,2934.0,0.0,1016.599976,30.879999,0.035675,-27.837223,3.853125,0.0,1.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,15.531172291617708,55.91222024982375,15.531172291617708,55.91222024982375,145.90382643868395,2.332438663216248,2.332438663216248,2.332438663216248,7.203512629968086
LBP03_S06,LBP03,6,11,11,12,26675,1715749841.0,2024-05-15 05:10:41+00:00,2024-05-15 14:10:41+09:00,2024,5,15,5,10,41,0,5.0,10.0,41.0,40.529324,141.491592,35.463001,3.0,13.0,0.441406,-0.72998,1.612061,12.573242,39.550781,48.706055,-271.0,67.0,346.0,2427.0,0.0,1017.5,30.92,0.044594,-35.303478,3.853125,0.0,1.0,1.0,6.0,0.0,0.0,0.0,5.0,0.0,15.615765169934933,56.21675461176576,15.615765169934933,56.21675461176576,161.5195916086189,0.08459287831722584,0.08459287831722584,0.08459287831722584,4.992692702124929
LBP03_S06,LBP03,6,12,12,13,26700,1715749842.0,2024-05-15 05:10:42+00:00,2024-05-15 14:10:42+09:00,2024,5,15,5,10,42,0,5.0,10.0,42.0,40.529327,141.491394,32.511002,3.0,13.0,0.124023,-0.44043,2.203369,49.926758,-32.653809,42.236328,-269.0,57.0,354.0,2381.0,0.0,1017.5,30.950001,0.044594,-35.303478,3.853125,0.0,1.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,16.7800136557922,60.40804916085192,16.7800136557922,60.40804916085192,178.2996052644111,1.1642484858572661,1.1642484858572661,1.1642484858572661,1.6215014727962165
