file_name,test_id,session_id,index,_program_index,program_index,old_index,unixtime,datetime_utc,datetime_jst,rtc_year,rtc_month,rtc_day,rtc_hour,rtc_min,rtc_sec,rtc_msec,gps_hour,gps_min,gps_sec,latitude,longitude,altitude,fix_type,SIV,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,illuminance,atmopress,water_pressure,water_temp,depth,alt_wps,battery_level,behavior_class,camera_command,camera_recording,camera_count,play_audio,speaker_on,audio_file,prev_sd_write_time_ms,delay_occurred_counter,speed_geodesic_m_s,speed_geodesic_km_h,speed_distance_m_s,speed_distance_km_h,cum_distance_m,diff_distance_m,abs_diff_distance_m,abs_speed_diff,turning_angle
LBP03_S08,LBP03,8,0,-71,1,32750,1715755060.0,2024-05-15 06:37:40+00:00,2024-05-15 15:37:40+09:00,2024,5,15,6,37,40,0,6.0,37.0,40.0,40.533588,141.468857,5.315,3.0,13.0,0.354492,0.223389,1.13501,28.015137,146.179199,89.050293,-262.0,-8.0,359.0,1746.0,0.0,1023.299988,32.110001,0.102071,-83.290077,3.796875,0.0,1.0,1.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBP03_S08,LBP03,8,1,-70,2,32775,1715755061.0,2024-05-15 06:37:41+00:00,2024-05-15 15:37:41+09:00,2024,5,15,6,37,41,0,6.0,37.0,41.0,40.533627,141.468918,4.839,3.0,13.0,0.376465,-0.048096,1.473145,85.510254,-15.258789,17.211914,-255.0,12.0,359.0,1681.0,0.0,1022.900024,32.099998,0.098107,-79.988037,3.796875,0.0,1.0,1.0,8.0,0.0,0.0,0.0,5.0,0.0,6.742865733733629,24.274316641441064,6.742865733733629,24.274316641441064,6.742865733733629,6.742865733733629,6.742865733733629,6.742865733733629,0.0
LBP03_S08,LBP03,8,2,-69,3,32800,1715755062.0,2024-05-15 06:37:42+00:00,2024-05-15 15:37:42+09:00,2024,5,15,6,37,42,0,6.0,37.0,42.0,40.53368,141.468979,4.238,3.0,13.0,0.330811,0.09668,0.609619,27.954102,-81.237793,-93.383789,-258.0,11.0,358.0,1682.0,0.0,1023.0,32.130001,0.099098,-80.813515,3.796875,0.0,1.0,1.0,8.0,0.0,0.0,0.0,4.0,0.0,7.832527855515527,28.197100279855896,7.832527855515527,28.197100279855896,14.575393589249156,1.089662121781898,1.089662121781898,1.089662121781898,8.393242828611733
LBP03_S08,LBP03,8,3,-68,4,32825,1715755063.0,2024-05-15 06:37:43+00:00,2024-05-15 15:37:43+09:00,2024,5,15,6,37,43,0,6.0,37.0,43.0,40.53373,141.46904,4.708,3.0,13.0,0.311279,-0.137939,1.650146,78.00293,83.374023,28.991699,-256.0,10.0,355.0,1615.0,0.0,1023.099976,32.18,0.100089,-81.638939,3.796875,0.0,1.0,1.0,8.0,0.0,0.0,0.0,4.0,0.0,7.585392690639019,27.30741368630047,7.585392690639019,27.30741368630047,22.160786279888175,-0.24713516487650722,0.24713516487650722,0.24713516487650722,1.6453061537959166
LBP03_S08,LBP03,8,4,-67,5,32850,1715755064.0,2024-05-15 06:37:44+00:00,2024-05-15 15:37:44+09:00,2024,5,15,6,37,44,0,6.0,37.0,44.0,40.533787,141.469101,4.519,3.0,12.0,0.234131,-0.050781,0.172607,37.475586,-183.105469,-106.628418,-260.0,6.0,355.0,1754.0,0.0,1022.599976,32.23,0.095134,-77.510185,3.796875,0.0,1.0,1.0,8.0,0.0,0.0,0.0,5.0,0.0,8.1715382813783,29.417537812961882,8.1715382813783,29.417537812961882,30.332324561266475,0.5861455907392807,0.5861455907392807,0.5861455907392807,3.71799546059588
LBP03_S08,LBP03,8,5,-66,6,32875,1715755065.0,2024-05-15 06:37:45+00:00,2024-05-15 15:37:45+09:00,2024,5,15,6,37,45,0,6.0,37.0,45.0,40.533844,141.469162,4.68,3.0,12.0,0.109619,-0.505859,1.67627,120.910645,-6.591797,42.602539,-256.0,18.0,359.0,1630.0,0.0,1022.5,32.279999,0.094143,-76.684441,3.796875,0.0,1.0,1.0,8.0,0.0,0.0,0.0,4.0,0.0,8.171535560877526,29.417528019159096,8.171535560877526,29.417528019159096,38.503860122144005,-2.7205007739894427e-06,2.7205007739894427e-06,2.7205007739894427e-06,0.0
LBP03_S08,LBP03,8,6,-65,7,32900,1715755066.0,2024-05-15 06:37:46+00:00,2024-05-15 15:37:46+09:00,2024,5,15,6,37,46,0,6.0,37.0,46.0,40.533897,141.469238,4.894,3.0,12.0,0.268555,0.191895,0.501465,108.032227,-127.685547,-172.363281,-262.0,7.0,358.0,1788.0,0.0,1022.799988,32.330002,0.097116,-79.16198,3.796875,0.0,1.0,1.0,8.0,0.0,0.0,0.0,4.0,0.0,8.723521223442056,31.404676404391402,8.723521223442056,31.404676404391402,47.22738134558606,0.5519856625645296,0.5519856625645296,0.5519856625645296,8.167812088342817
LBP03_S08,LBP03,8,7,-64,8,32925,1715755067.0,2024-05-15 06:37:47+00:00,2024-05-15 15:37:47+09:00,2024,5,15,6,37,47,0,6.0,37.0,47.0,40.533947,141.469315,4.842,3.0,12.0,0.241211,-0.328857,1.78833,136.71875,7.263184,48.828125,-261.0,12.0,360.0,1765.0,0.0,1022.900024,32.369999,0.098107,-79.988037,3.796875,0.0,1.0,1.0,8.0,0.0,0.0,0.0,4.0,0.0,8.566666473103975,30.839999303174313,8.566666473103975,30.839999303174313,55.79404781869003,-0.1568547503380806,0.1568547503380806,0.1568547503380806,1.8929964188405592
LBP03_S08,LBP03,8,8,-63,9,32950,1715755068.0,2024-05-15 06:37:48+00:00,2024-05-15 15:37:48+09:00,2024,5,15,6,37,48,0,6.0,37.0,48.0,40.533993,141.469376,4.752,3.0,12.0,0.008057,0.19873,0.237061,-35.888672,-132.69043,-71.228027,-267.0,4.0,359.0,1825.0,0.0,1022.799988,32.41,0.097116,-79.16198,3.796875,0.0,1.0,1.0,8.0,0.0,0.0,0.0,5.0,0.0,7.266559109839977,26.159612795423918,7.266559109839977,26.159612795423918,63.06060692853001,-1.3001073632639981,1.3001073632639981,1.3001073632639981,4.022181153337315
LBP03_S08,LBP03,8,9,-62,10,32975,1715755069.0,2024-05-15 06:37:49+00:00,2024-05-15 15:37:49+09:00,2024,5,15,6,37,49,0,6.0,37.0,49.0,40.534046,141.469437,5.235,3.0,12.0,0.201904,0.026123,1.129639,26.611328,109.558105,69.152832,-260.0,7.0,359.0,1845.0,0.0,1023.0,32.439999,0.099098,-80.813515,3.796875,0.0,1.0,1.0,8.0,0.0,0.0,0.0,4.0,0.0,7.832509579724105,28.19703448700678,7.832509579724105,28.19703448700678,70.89311650825411,0.565950469884128,0.565950469884128,0.565950469884128,3.9659380567995948
