_program_index,program_index,pixel_count,abs_diff_pixel_count,pixel_count_p,abs_diff_pixel_count_p,datetime_jst,speed_distance_km_h,abs_diff_distance_m,camera_command,camera_recording,speaker_on
-1909,1,0,0,0.0,0.0,2024-05-24 18:09:57+09:00,48.26157053969143,0.9179161658754698,1.0,1.0,0.0
-1908,2,0,0,0.0,0.0,2024-05-24 18:09:57+09:00,48.26157053969143,0.9179161658754698,1.0,1.0,0.0
-1907,3,0,0,0.0,0.0,2024-05-24 18:09:57+09:00,48.26157053969143,0.9179161658754698,1.0,1.0,0.0
-1906,4,0,0,0.0,0.0,2024-05-24 18:09:57+09:00,48.26157053969143,0.9179161658754698,1.0,1.0,0.0
-1905,5,0,0,0.0,0.0,2024-05-24 18:09:57+09:00,48.26157053969143,0.9179161658754698,1.0,1.0,0.0
-1904,6,0,0,0.0,0.0,2024-05-24 18:09:57+09:00,48.26157053969143,0.9179161658754698,1.0,1.0,0.0
-1903,7,0,0,0.0,0.0,2024-05-24 18:09:57+09:00,48.26157053969143,0.9179161658754698,1.0,1.0,0.0
-1902,8,0,0,0.0,0.0,2024-05-24 18:09:57+09:00,48.26157053969143,0.9179161658754698,1.0,1.0,0.0
-1901,9,0,0,0.0,0.0,2024-05-24 18:09:57+09:00,48.26157053969143,0.9179161658754698,1.0,1.0,0.0
-1900,10,0,0,0.0,0.0,2024-05-24 18:09:57+09:00,48.26157053969143,0.9179161658754698,1.0,1.0,0.0
-1899,11,0,0,0.0,0.0,2024-05-24 18:09:57+09:00,48.26157053969143,0.9179161658754698,1.0,1.0,0.0
-1898,12,0,0,0.0,0.0,2024-05-24 18:09:57+09:00,48.26157053969143,0.9179161658754698,1.0,1.0,0.0
-1897,13,0,0,0.0,0.0,2024-05-24 18:09:57+09:00,48.26157053969143,0.9179161658754698,1.0,1.0,0.0
-1896,14,0,0,0.0,0.0,2024-05-24 18:09:57+09:00,48.26157053969143,0.9179161658754698,1.0,1.0,0.0
-1895,15,0,0,0.0,0.0,2024-05-24 18:09:57+09:00,48.26157053969143,0.9179161658754698,1.0,1.0,0.0
-1894,16,0,0,0.0,0.0,2024-05-24 18:09:57+09:00,48.26157053969143,0.9179161658754698,1.0,1.0,0.0
-1893,17,0,0,0.0,0.0,2024-05-24 18:09:57+09:00,48.26157053969143,0.9179161658754698,1.0,1.0,0.0
-1892,18,0,0,0.0,0.0,2024-05-24 18:09:57+09:00,48.26157053969143,0.9179161658754698,1.0,1.0,0.0
-1891,19,0,0,0.0,0.0,2024-05-24 18:09:57+09:00,48.26157053969143,0.9179161658754698,1.0,1.0,0.0
-1890,20,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1889,21,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1888,22,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1887,23,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1886,24,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1885,25,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1884,26,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1883,27,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1882,28,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1881,29,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1880,30,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1879,31,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1878,32,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1877,33,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1876,34,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1875,35,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1874,36,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1873,37,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1872,38,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1871,39,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1870,40,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1869,41,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1868,42,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1867,43,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1866,44,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1865,45,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1864,46,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1863,47,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1862,48,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1861,49,0,0,0.0,0.0,2024-05-24 18:09:58+09:00,43.45335249900418,1.335616122413123,1.0,1.0,0.0
-1860,50,0,0,0.0,0.0,2024-05-24 18:09:59+09:00,44.58065549866469,0.3131397221279197,1.0,1.0,0.0
-1859,51,0,0,0.0,0.0,2024-05-24 18:09:59+09:00,44.58065549866469,0.3131397221279197,1.0,1.0,0.0
-1858,52,0,0,0.0,0.0,2024-05-24 18:09:59+09:00,44.58065549866469,0.3131397221279197,1.0,1.0,0.0
-1857,53,0,0,0.0,0.0,2024-05-24 18:09:59+09:00,44.58065549866469,0.3131397221279197,1.0,1.0,0.0
-1856,54,0,0,0.0,0.0,2024-05-24 18:09:59+09:00,44.58065549866469,0.3131397221279197,1.0,1.0,0.0
-1855,55,0,0,0.0,0.0,2024-05-24 18:09:59+09:00,44.58065549866469,0.3131397221279197,1.0,1.0,0.0
-1854,56,0,0,0.0,0.0,2024-05-24 18:09:59+09:00,44.58065549866469,0.3131397221279197,1.0,1.0,0.0
-1853,57,0,0,0.0,0.0,2024-05-24 18:09:59+09:00,44.58065549866469,0.3131397221279197,1.0,1.0,0.0
-1852,58,0,0,0.0,0.0,2024-05-24 18:09:59+09:00,44.58065549866469,0.3131397221279197,1.0,1.0,0.0
-1851,59,0,0,0.0,0.0,2024-05-24 18:09:59+09:00,44.58065549866469,0.3131397221279197,1.0,1.0,0.0
