_program_index,program_index,pixel_count,abs_diff_pixel_count,pixel_count_p,abs_diff_pixel_count_p,datetime_jst,speed_distance_km_h,abs_diff_distance_m,camera_command,camera_recording,speaker_on
-1866,1,0,0,0.0,0.0,2024-05-24 04:50:05+09:00,40.41156193850284,1.8963117806792769,1.0,1.0,0.0
-1865,2,0,0,0.0,0.0,2024-05-24 04:50:05+09:00,40.41156193850284,1.8963117806792769,1.0,1.0,0.0
-1864,3,0,0,0.0,0.0,2024-05-24 04:50:05+09:00,40.41156193850284,1.8963117806792769,1.0,1.0,0.0
-1863,4,0,0,0.0,0.0,2024-05-24 04:50:05+09:00,40.41156193850284,1.8963117806792769,1.0,1.0,0.0
-1862,5,0,0,0.0,0.0,2024-05-24 04:50:05+09:00,40.41156193850284,1.8963117806792769,1.0,1.0,0.0
-1861,6,0,0,0.0,0.0,2024-05-24 04:50:05+09:00,40.41156193850284,1.8963117806792769,1.0,1.0,0.0
-1860,7,0,0,0.0,0.0,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1859,8,0,0,0.0,0.0,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1858,9,0,0,0.0,0.0,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1857,10,0,0,0.0,0.0,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1856,11,0,0,0.0,0.0,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1855,12,0,0,0.0,0.0,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1854,13,0,0,0.0,0.0,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1853,14,0,0,0.0,0.0,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1852,15,0,0,0.0,0.0,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1851,16,0,0,0.0,0.0,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1850,17,0,0,0.0,0.0,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1849,18,0,0,0.0,0.0,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1848,19,0,0,0.0,0.0,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1847,20,4759,4759,0.0154915364583333,0.0154915364583333,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1846,21,1100,3659,0.0035807291666666,0.0119108072916666,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1845,22,0,1100,0.0,0.0035807291666666,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1844,23,3139,3139,0.0102180989583333,0.0102180989583333,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1843,24,5611,2472,0.0182649739583333,0.008046875,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1842,25,0,5611,0.0,0.0182649739583333,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1841,26,0,0,0.0,0.0,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1840,27,3117,3117,0.010146484375,0.010146484375,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1839,28,8119,5002,0.0264290364583333,0.0162825520833333,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1838,29,3339,4986,0.010869140625,0.01623046875,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1837,30,0,3339,0.0,0.010869140625,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1836,31,0,0,0.0,0.0,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1835,32,0,0,0.0,0.0,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1834,33,0,0,0.0,0.0,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1833,34,0,0,0.0,0.0,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1832,35,0,0,0.0,0.0,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1831,36,0,0,0.0,0.0,2024-05-24 04:50:06+09:00,38.16256438102377,0.6247215437441866,1.0,1.0,0.0
-1830,37,784,784,0.0025520833333333,0.0025520833333333,2024-05-24 04:50:07+09:00,38.1661154566555,0.0009864098977008,1.0,1.0,0.0
-1829,38,0,784,0.0,0.0025520833333333,2024-05-24 04:50:07+09:00,38.1661154566555,0.0009864098977008,1.0,1.0,0.0
-1828,39,0,0,0.0,0.0,2024-05-24 04:50:07+09:00,38.1661154566555,0.0009864098977008,1.0,1.0,0.0
-1827,40,0,0,0.0,0.0,2024-05-24 04:50:07+09:00,38.1661154566555,0.0009864098977008,1.0,1.0,0.0
-1826,41,0,0,0.0,0.0,2024-05-24 04:50:07+09:00,38.1661154566555,0.0009864098977008,1.0,1.0,0.0
-1825,42,0,0,0.0,0.0,2024-05-24 04:50:07+09:00,38.1661154566555,0.0009864098977008,1.0,1.0,0.0
-1824,43,0,0,0.0,0.0,2024-05-24 04:50:07+09:00,38.1661154566555,0.0009864098977008,1.0,1.0,0.0
-1823,44,0,0,0.0,0.0,2024-05-24 04:50:07+09:00,38.1661154566555,0.0009864098977008,1.0,1.0,0.0
-1822,45,0,0,0.0,0.0,2024-05-24 04:50:07+09:00,38.1661154566555,0.0009864098977008,1.0,1.0,0.0
-1821,46,0,0,0.0,0.0,2024-05-24 04:50:07+09:00,38.1661154566555,0.0009864098977008,1.0,1.0,0.0
-1820,47,0,0,0.0,0.0,2024-05-24 04:50:07+09:00,38.1661154566555,0.0009864098977008,1.0,1.0,0.0
-1819,48,0,0,0.0,0.0,2024-05-24 04:50:07+09:00,38.1661154566555,0.0009864098977008,1.0,1.0,0.0
-1818,49,0,0,0.0,0.0,2024-05-24 04:50:07+09:00,38.1661154566555,0.0009864098977008,1.0,1.0,0.0
-1817,50,0,0,0.0,0.0,2024-05-24 04:50:07+09:00,38.1661154566555,0.0009864098977008,1.0,1.0,0.0
-1816,51,0,0,0.0,0.0,2024-05-24 04:50:07+09:00,38.1661154566555,0.0009864098977008,1.0,1.0,0.0
