,unixtime,datetime_utc,datetime_jst,rtc_year,rtc_month,rtc_day,rtc_hour,rtc_min,rtc_sec,rtc_msec,gps_hour,gps_min,gps_sec,latitude,longitude,altitude,fix_type,SIV,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,illuminance,atmopress,water_pressure,water_temp,depth,alt_wps,battery_level,behavior_class,camera_command,camera_recording,camera_count,play_audio,speaker_on,audio_file,prev_sd_write_time_ms,delay_occurred_counter
632050,1715838743.0,2024-05-16 05:52:23+00:00,2024-05-16 14:52:23+09:00,2024,5,16,5,52,23,0,5.0,52.0,22.0,40.538822,141.556793,-51.571999,3.0,5.0,-0.356201,0.122559,0.961914,12.268066,-12.023926,23.986816,-376.0,-4.0,474.0,953.0,0.0,1024.900024,22.15,0.117926,-96.489326,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
632075,1715838744.0,2024-05-16 05:52:24+00:00,2024-05-16 14:52:24+09:00,2024,5,16,5,52,24,0,5.0,52.0,23.0,40.538826,141.556793,-50.880001,3.0,4.0,-0.454346,-0.096924,0.926758,43.395996,8.544922,14.709473,-375.0,1.0,469.0,477.0,0.0,1025.199951,22.16,0.120899,-98.96167,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
632100,1715838745.0,2024-05-16 05:52:25+00:00,2024-05-16 14:52:25+09:00,2024,5,16,5,52,25,0,5.0,52.0,24.0,40.53883,141.556808,-50.23,3.0,4.0,-0.336426,-0.105225,0.938721,4.821777,3.967285,3.90625,-374.0,2.0,469.0,837.0,0.0,1024.599976,22.17,0.114953,-94.015396,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
632125,1715838746.0,2024-05-16 05:52:26+00:00,2024-05-16 14:52:26+09:00,2024,5,16,5,52,26,0,5.0,52.0,25.0,40.53883,141.556793,-49.41,3.0,4.0,-0.867188,-0.43335,0.914307,49.377441,-9.399414,-85.571289,-374.0,-5.0,474.0,835.0,0.0,1024.699951,22.18,0.115944,-94.839767,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
632150,1715838747.0,2024-05-16 05:52:27+00:00,2024-05-16 14:52:27+09:00,2024,5,16,5,52,27,0,5.0,52.0,26.0,40.53883,141.556793,-48.765999,3.0,4.0,-0.22998,-0.368164,0.895508,11.657715,-4.089355,22.399902,-369.0,11.0,464.0,615.0,0.0,1024.699951,22.190001,0.115944,-94.839767,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,12.0,0.0
632175,1715838748.0,2024-05-16 05:52:28+00:00,2024-05-16 14:52:28+09:00,2024,5,16,5,52,28,0,5.0,52.0,27.0,40.538818,141.556778,-48.259998,3.0,4.0,-0.337891,-0.243164,0.91626,4.394531,-2.441406,7.93457,-373.0,8.0,467.0,668.0,0.0,1025.0,22.200001,0.118917,-97.313507,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
632200,1715838749.0,2024-05-16 05:52:29+00:00,2024-05-16 14:52:29+09:00,2024,5,16,5,52,29,0,5.0,52.0,28.0,40.538818,141.556778,-47.981998,3.0,4.0,-0.230713,-0.185059,1.013184,-41.809082,-29.785156,-11.71875,-376.0,4.0,471.0,600.0,0.0,1025.0,22.209999,0.118917,-97.313507,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
632225,1715838750.0,2024-05-16 05:52:30+00:00,2024-05-16 14:52:30+09:00,2024,5,16,5,52,30,0,5.0,52.0,29.0,40.53883,141.556793,-46.855,3.0,4.0,-0.313477,-0.181885,0.926025,-0.305176,2.990723,-1.220703,-373.0,7.0,469.0,721.0,0.0,1024.900024,22.219999,0.117926,-96.489326,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
632250,1715838751.0,2024-05-16 05:52:31+00:00,2024-05-16 14:52:31+09:00,2024,5,16,5,52,31,0,5.0,52.0,30.0,40.538834,141.556808,-46.000999,3.0,4.0,-0.362305,-0.160889,0.907471,5.249023,2.13623,0.305176,-375.0,6.0,469.0,675.0,0.0,1024.800049,22.23,0.116936,-95.665085,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
632275,1715838752.0,2024-05-16 05:52:32+00:00,2024-05-16 14:52:32+09:00,2024,5,16,5,52,32,0,5.0,52.0,31.0,40.538837,141.556824,-45.301998,3.0,4.0,-0.557617,-0.374512,0.874268,-13.183594,-9.338379,-24.841309,-381.0,4.0,470.0,933.0,0.0,1024.300049,22.23,0.111981,-91.541885,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
632300,1715838753.0,2024-05-16 05:52:33+00:00,2024-05-16 14:52:33+09:00,2024,5,16,5,52,33,0,5.0,52.0,32.0,40.538837,141.556824,-44.705002,3.0,4.0,-0.398193,-0.405273,0.833984,79.956055,74.645996,-61.096191,-376.0,5.0,468.0,921.0,0.0,1024.300049,22.24,0.111981,-91.541885,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
632325,1715838754.0,2024-05-16 05:52:34+00:00,2024-05-16 14:52:34+09:00,2024,5,16,5,52,34,0,5.0,52.0,33.0,40.538841,141.556824,-44.106998,3.0,4.0,-0.425049,-0.423584,0.833252,-14.892578,-38.513184,-56.396484,-373.0,9.0,467.0,969.0,0.0,1024.5,22.25,0.113962,-93.190956,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
632350,1715838755.0,2024-05-16 05:52:35+00:00,2024-05-16 14:52:35+09:00,2024,5,16,5,52,35,0,5.0,52.0,34.0,40.538845,141.556839,-43.196999,3.0,4.0,-0.311523,-0.263428,0.912354,8.728027,-2.197266,-5.065918,-372.0,7.0,467.0,960.0,0.0,1024.099976,22.25,0.109999,-89.891541,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
632375,1715838756.0,2024-05-16 05:52:36+00:00,2024-05-16 14:52:36+09:00,2024,5,16,5,52,36,0,5.0,52.0,35.0,40.538857,141.556854,-41.875999,3.0,4.0,-0.111084,-0.30957,0.952881,-0.183105,-0.427246,0.610352,-363.0,7.0,463.0,1118.0,0.0,1024.300049,22.26,0.111981,-91.541885,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
632400,1715838757.0,2024-05-16 05:52:37+00:00,2024-05-16 14:52:37+09:00,2024,5,16,5,52,37,0,5.0,52.0,36.0,40.538864,141.55687,-40.855,3.0,4.0,-0.117432,-0.298828,0.948242,-0.183105,-0.854492,0.183105,-364.0,7.0,462.0,1103.0,0.0,1024.5,22.26,0.113962,-93.190956,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
632425,1715838758.0,2024-05-16 05:52:38+00:00,2024-05-16 14:52:38+09:00,2024,5,16,5,52,38,0,5.0,52.0,37.0,40.538868,141.556885,-39.945,3.0,4.0,0.150879,-0.403076,0.82251,28.503418,19.897461,11.413574,-352.0,7.0,452.0,992.0,0.0,1024.400024,22.280001,0.112971,-92.366455,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
632450,1715838759.0,2024-05-16 05:52:39+00:00,2024-05-16 14:52:39+09:00,2024,5,16,5,52,39,0,5.0,52.0,38.0,40.538872,141.5569,-39.112999,3.0,4.0,0.021729,-0.365234,0.913818,-1.77002,-6.530762,23.376465,-357.0,7.0,459.0,895.0,0.0,1024.5,22.280001,0.113962,-93.190956,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
632475,1715838760.0,2024-05-16 05:52:40+00:00,2024-05-16 14:52:40+09:00,2024,5,16,5,52,40,0,5.0,52.0,39.0,40.538872,141.556885,-38.659,3.0,4.0,-0.060547,-0.311523,0.964355,2.197266,1.708984,-3.601074,-364.0,9.0,462.0,851.0,0.0,1024.800049,22.280001,0.116936,-95.665085,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
632500,1715838761.0,2024-05-16 05:52:41+00:00,2024-05-16 14:52:41+09:00,2024,5,16,5,52,41,0,5.0,52.0,40.0,40.538868,141.556885,-38.34,3.0,4.0,-0.223877,-0.291992,0.925293,1.953125,5.126953,-0.854492,-368.0,9.0,464.0,718.0,0.0,1024.199951,22.290001,0.110989,-90.71624,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
632525,1715838762.0,2024-05-16 05:52:42+00:00,2024-05-16 14:52:42+09:00,2024,5,16,5,52,42,0,5.0,52.0,41.0,40.538864,141.55687,-38.205002,3.0,4.0,-0.294189,-0.33667,0.913574,-6.286621,-3.78418,0.976562,-371.0,10.0,463.0,714.0,0.0,1024.099976,22.290001,0.109999,-89.891541,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
632550,1715838763.0,2024-05-16 05:52:43+00:00,2024-05-16 14:52:43+09:00,2024,5,16,5,52,43,0,5.0,52.0,42.0,40.538857,141.556839,-38.375,3.0,4.0,-0.296631,-0.278076,0.932373,1.953125,-4.760742,-12.634277,-372.0,9.0,465.0,685.0,0.0,1024.400024,22.290001,0.112971,-92.366455,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
632575,1715838764.0,2024-05-16 05:52:44+00:00,2024-05-16 14:52:44+09:00,2024,5,16,5,52,44,0,5.0,52.0,43.0,40.538857,141.556854,-37.729,3.0,4.0,-0.181885,-0.298584,0.950195,-15.258789,-29.052734,-32.592773,-368.0,9.0,464.0,941.0,0.0,1024.400024,22.290001,0.112971,-92.366455,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
632600,1715838765.0,2024-05-16 05:52:45+00:00,2024-05-16 14:52:45+09:00,2024,5,16,5,52,45,0,5.0,52.0,44.0,40.538857,141.556839,-37.567001,3.0,4.0,-0.145508,-0.284668,0.952393,-0.061035,-1.159668,-0.183105,-365.0,9.0,464.0,933.0,0.0,1024.300049,22.290001,0.111981,-91.541885,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
632625,1715838766.0,2024-05-16 05:52:46+00:00,2024-05-16 14:52:46+09:00,2024,5,16,5,52,46,0,5.0,52.0,45.0,40.538857,141.556839,-37.040001,3.0,4.0,-0.091064,-0.286621,0.953369,1.708984,-10.559082,-5.004883,-363.0,8.0,463.0,936.0,0.0,1024.5,22.299999,0.113962,-93.190956,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
632650,1715838767.0,2024-05-16 05:52:47+00:00,2024-05-16 14:52:47+09:00,2024,5,16,5,52,47,0,5.0,52.0,46.0,40.538857,141.556839,-35.282001,3.0,5.0,0.067383,-0.337158,0.937256,0.915527,1.098633,-0.366211,-357.0,9.0,459.0,904.0,0.0,1024.800049,22.299999,0.116936,-95.665085,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
632675,1715838768.0,2024-05-16 05:52:48+00:00,2024-05-16 14:52:48+09:00,2024,5,16,5,52,48,0,5.0,52.0,47.0,40.538849,141.556824,-32.805,3.0,4.0,0.05542,-0.343506,0.954102,2.075195,-0.610352,-0.976562,-358.0,8.0,458.0,909.0,0.0,1024.400024,22.299999,0.112971,-92.366455,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
632700,1715838769.0,2024-05-16 05:52:49+00:00,2024-05-16 14:52:49+09:00,2024,5,16,5,52,49,0,5.0,52.0,48.0,40.538841,141.556808,-31.497999,3.0,4.0,0.03125,-0.326904,0.959473,2.13623,-0.549316,0.610352,-359.0,7.0,460.0,924.0,0.0,1024.699951,22.309999,0.115944,-94.839767,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
632725,1715838770.0,2024-05-16 05:52:50+00:00,2024-05-16 14:52:50+09:00,2024,5,16,5,52,50,0,5.0,52.0,49.0,40.538837,141.556808,-30.625999,3.0,4.0,0.004639,-0.328369,0.951416,0.0,-0.671387,-0.183105,-358.0,7.0,459.0,915.0,0.0,1024.800049,22.309999,0.116936,-95.665085,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
632750,1715838771.0,2024-05-16 05:52:51+00:00,2024-05-16 14:52:51+09:00,2024,5,16,5,52,51,0,5.0,52.0,50.0,40.538837,141.556793,-29.877001,3.0,5.0,0.005371,-0.332275,0.947266,-0.427246,0.732422,0.427246,-359.0,9.0,459.0,910.0,0.0,1024.599976,22.32,0.114953,-94.015396,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
632775,1715838772.0,2024-05-16 05:52:52+00:00,2024-05-16 14:52:52+09:00,2024,5,16,5,52,52,0,5.0,52.0,51.0,40.538837,141.556793,-28.709,3.0,5.0,-0.117432,-0.296143,0.94873,3.234863,17.944336,-8.850098,-363.0,8.0,463.0,790.0,0.0,1025.099976,22.32,0.119908,-98.137619,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
632800,1715838773.0,2024-05-16 05:52:53+00:00,2024-05-16 14:52:53+09:00,2024,5,16,5,52,53,0,5.0,52.0,52.0,40.538834,141.556778,-28.344999,3.0,5.0,-0.222412,-0.2771,0.930664,-1.159668,3.173828,0.427246,-367.0,8.0,466.0,650.0,0.0,1024.900024,22.33,0.117926,-96.489326,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
632825,1715838774.0,2024-05-16 05:52:54+00:00,2024-05-16 14:52:54+09:00,2024,5,16,5,52,54,0,5.0,52.0,53.0,40.538834,141.556778,-28.011999,3.0,5.0,-0.299072,-0.325928,0.896484,-1.647949,3.356934,1.586914,-370.0,9.0,464.0,625.0,0.0,1024.900024,22.34,0.117926,-96.489326,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
632850,1715838775.0,2024-05-16 05:52:55+00:00,2024-05-16 14:52:55+09:00,2024,5,16,5,52,55,0,5.0,52.0,54.0,40.53883,141.556778,-27.832001,3.0,5.0,-0.297363,-0.297119,0.9104,1.586914,-0.427246,1.647949,-370.0,9.0,465.0,564.0,0.0,1024.5,22.34,0.113962,-93.190956,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
632875,1715838776.0,2024-05-16 05:52:56+00:00,2024-05-16 14:52:56+09:00,2024,5,16,5,52,56,0,5.0,52.0,55.0,40.53883,141.556778,-27.653999,3.0,5.0,-0.315918,-0.316162,0.892334,-0.610352,-0.671387,0.12207,-371.0,9.0,466.0,592.0,0.0,1024.400024,22.35,0.112971,-92.366455,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
632900,1715838777.0,2024-05-16 05:52:57+00:00,2024-05-16 14:52:57+09:00,2024,5,16,5,52,57,0,5.0,52.0,56.0,40.53883,141.556763,-27.261999,3.0,5.0,-0.282959,-0.330322,0.881836,-5.310059,-2.563477,-12.084961,-370.0,9.0,465.0,645.0,0.0,1024.0,22.35,0.109008,-89.066772,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
632925,1715838778.0,2024-05-16 05:52:58+00:00,2024-05-16 14:52:58+09:00,2024,5,16,5,52,58,0,5.0,52.0,57.0,40.538826,141.556763,-26.893999,3.0,5.0,-0.234619,-0.461426,0.88208,37.29248,29.11377,93.566895,-368.0,12.0,461.0,686.0,0.0,1023.900024,22.360001,0.108017,-88.241943,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
632950,1715838779.0,2024-05-16 05:52:59+00:00,2024-05-16 14:52:59+09:00,2024,5,16,5,52,59,0,5.0,52.0,58.0,40.538815,141.556732,-27.927999,3.0,5.0,-0.36792,-0.558838,0.830322,37.597656,9.521484,-34.240723,-367.0,11.0,463.0,709.0,0.0,1024.099976,22.360001,0.109999,-89.891541,3.810937,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
632975,1715838780.0,2024-05-16 05:53:00+00:00,2024-05-16 14:53:00+09:00,2024,5,16,5,53,0,0,5.0,52.0,59.0,40.538807,141.556717,-28.341999,3.0,4.0,-0.284424,-0.392578,0.858398,-4.699707,-0.549316,-23.4375,-370.0,11.0,465.0,690.0,0.0,1024.099976,22.360001,0.109999,-89.891541,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,13.0,0.0
633000,1715838781.0,2024-05-16 05:53:01+00:00,2024-05-16 14:53:01+09:00,2024,5,16,5,53,1,0,5.0,53.0,0.0,40.538807,141.556717,-28.732,3.0,4.0,-0.310791,-0.388916,0.856445,2.01416,3.90625,-1.77002,-370.0,9.0,467.0,602.0,0.0,1024.099976,22.360001,0.109999,-89.891541,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,10.0,0.0
633025,1715838782.0,2024-05-16 05:53:02+00:00,2024-05-16 14:53:02+09:00,2024,5,16,5,53,2,0,5.0,53.0,1.0,40.538803,141.556702,-29.211,3.0,4.0,-0.102783,-0.56958,0.942871,37.17041,0.854492,33.325195,-368.0,12.0,461.0,547.0,0.0,1024.300049,22.360001,0.111981,-91.541885,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
633050,1715838783.0,2024-05-16 05:53:03+00:00,2024-05-16 14:53:03+09:00,2024,5,16,5,53,3,0,5.0,53.0,2.0,40.538803,141.556717,-29.041,3.0,5.0,-0.287842,-0.432129,0.885742,5.004883,16.723633,-12.329102,-367.0,9.0,464.0,673.0,0.0,1024.400024,22.360001,0.112971,-92.366455,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
633075,1715838784.0,2024-05-16 05:53:04+00:00,2024-05-16 14:53:04+09:00,2024,5,16,5,53,4,0,5.0,53.0,3.0,40.538822,141.556747,-27.195,3.0,5.0,-0.364014,-0.537842,0.801758,-5.310059,-8.117676,13.366699,-367.0,12.0,463.0,575.0,0.0,1024.599976,22.360001,0.114953,-94.015396,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
633100,1715838785.0,2024-05-16 05:53:05+00:00,2024-05-16 14:53:05+09:00,2024,5,16,5,53,5,0,5.0,53.0,4.0,40.538826,141.556763,-26.85,3.0,5.0,-0.284668,-0.407959,0.87085,1.586914,1.098633,-0.610352,-369.0,8.0,466.0,710.0,0.0,1024.300049,22.360001,0.111981,-91.541885,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
633125,1715838786.0,2024-05-16 05:53:06+00:00,2024-05-16 14:53:06+09:00,2024,5,16,5,53,6,0,5.0,53.0,5.0,40.53883,141.556778,-26.788,3.0,5.0,-0.311523,-0.38916,0.879395,-7.751465,20.324707,-5.126953,-371.0,10.0,465.0,675.0,0.0,1024.0,22.360001,0.109008,-89.066772,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
633150,1715838787.0,2024-05-16 05:53:07+00:00,2024-05-16 14:53:07+09:00,2024,5,16,5,53,7,0,5.0,53.0,6.0,40.538834,141.556793,-26.464001,3.0,4.0,-0.405762,-0.136475,0.783936,75.866699,-25.390625,-2.13623,-380.0,9.0,467.0,661.0,0.0,1024.900024,22.360001,0.117926,-96.489326,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
633175,1715838788.0,2024-05-16 05:53:08+00:00,2024-05-16 14:53:08+09:00,2024,5,16,5,53,8,0,5.0,53.0,7.0,40.538837,141.556793,-26.483,3.0,4.0,-0.508057,-0.344238,0.854736,-22.155762,0.12207,4.577637,-381.0,10.0,468.0,693.0,0.0,1024.300049,22.370001,0.111981,-91.541885,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
633200,1715838789.0,2024-05-16 05:53:09+00:00,2024-05-16 14:53:09+09:00,2024,5,16,5,53,9,0,5.0,53.0,8.0,40.538841,141.556808,-26.48,3.0,4.0,-0.381348,-0.17749,0.815918,25.634766,-11.535645,18.493652,-381.0,10.0,469.0,690.0,0.0,1024.099976,22.370001,0.109999,-89.891541,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
633225,1715838790.0,2024-05-16 05:53:10+00:00,2024-05-16 14:53:10+09:00,2024,5,16,5,53,10,0,5.0,53.0,9.0,40.538845,141.556824,-26.25,3.0,4.0,-0.561279,-0.327637,0.824219,-2.441406,3.662109,-0.671387,-382.0,9.0,467.0,685.0,0.0,1024.400024,22.370001,0.112971,-92.366455,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
633250,1715838791.0,2024-05-16 05:53:11+00:00,2024-05-16 14:53:11+09:00,2024,5,16,5,53,11,0,5.0,53.0,10.0,40.538857,141.556854,-24.701,3.0,5.0,-0.666016,-0.393555,0.821045,-14.465332,-0.488281,1.220703,-382.0,10.0,468.0,656.0,0.0,1024.599976,22.379999,0.114953,-94.015396,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
633275,1715838792.0,2024-05-16 05:53:12+00:00,2024-05-16 14:53:12+09:00,2024,5,16,5,53,12,0,5.0,53.0,11.0,40.538864,141.556854,-23.225,3.0,5.0,-0.597412,-0.315186,0.751221,10.437012,-5.92041,-4.943848,-382.0,9.0,468.0,707.0,0.0,1024.900024,22.379999,0.117926,-96.489326,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
633300,1715838793.0,2024-05-16 05:53:13+00:00,2024-05-16 14:53:13+09:00,2024,5,16,5,53,13,0,5.0,53.0,12.0,40.538872,141.55687,-21.787001,3.0,4.0,-0.544434,-0.22583,0.705078,25.024414,-2.258301,6.774902,-381.0,8.0,468.0,750.0,0.0,1024.699951,22.379999,0.115944,-94.839767,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
633325,1715838794.0,2024-05-16 05:53:14+00:00,2024-05-16 14:53:14+09:00,2024,5,16,5,53,14,0,5.0,53.0,13.0,40.538876,141.556885,-20.66,3.0,4.0,-0.543457,-0.16333,0.791748,5.249023,-0.610352,5.371094,-381.0,8.0,468.0,781.0,0.0,1024.699951,22.389999,0.115944,-94.839767,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
633350,1715838795.0,2024-05-16 05:53:15+00:00,2024-05-16 14:53:15+09:00,2024,5,16,5,53,15,0,5.0,53.0,14.0,40.538876,141.556885,-19.135,3.0,5.0,-0.445068,-0.247559,0.821045,35.705566,-15.136719,28.991699,-382.0,10.0,468.0,696.0,0.0,1024.599976,22.389999,0.114953,-94.015396,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
633375,1715838796.0,2024-05-16 05:53:16+00:00,2024-05-16 14:53:16+09:00,2024,5,16,5,53,16,0,5.0,53.0,15.0,40.538879,141.556885,-17.919001,3.0,5.0,-0.481689,-0.234863,0.797363,-8.178711,0.854492,-9.033203,-381.0,9.0,468.0,720.0,0.0,1024.900024,22.4,0.117926,-96.489326,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
633400,1715838797.0,2024-05-16 05:53:17+00:00,2024-05-16 14:53:17+09:00,2024,5,16,5,53,17,0,5.0,53.0,16.0,40.538879,141.5569,-16.919001,3.0,5.0,-0.544922,-0.258545,0.797363,2.441406,6.591797,0.488281,-381.0,7.0,469.0,815.0,0.0,1024.099976,22.4,0.109999,-89.891541,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,10.0,0.0
633425,1715838798.0,2024-05-16 05:53:18+00:00,2024-05-16 14:53:18+09:00,2024,5,16,5,53,18,0,5.0,53.0,17.0,40.538879,141.5569,-16.031,3.0,5.0,-0.662842,-0.306396,0.701172,-0.732422,-1.220703,-14.709473,-381.0,8.0,467.0,824.0,0.0,1024.300049,22.41,0.111981,-91.541885,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
633450,1715838799.0,2024-05-16 05:53:19+00:00,2024-05-16 14:53:19+09:00,2024,5,16,5,53,19,0,5.0,53.0,18.0,40.538879,141.5569,-15.205,3.0,5.0,-0.506592,-0.310059,0.855225,3.967285,-3.234863,14.343262,-380.0,8.0,469.0,718.0,0.0,1024.300049,22.41,0.111981,-91.541885,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
633475,1715838800.0,2024-05-16 05:53:20+00:00,2024-05-16 14:53:20+09:00,2024,5,16,5,53,20,0,5.0,53.0,19.0,40.538879,141.5569,-14.729,3.0,5.0,-0.595947,-0.144043,0.895264,-22.705078,-9.70459,-6.530762,-383.0,1.0,472.0,805.0,0.0,1024.699951,22.41,0.115944,-94.839767,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
633500,1715838801.0,2024-05-16 05:53:21+00:00,2024-05-16 14:53:21+09:00,2024,5,16,5,53,21,0,5.0,53.0,20.0,40.538883,141.556915,-14.009,3.0,5.0,-0.493652,-0.140381,0.85791,-1.89209,-6.896973,-2.563477,-382.0,1.0,472.0,895.0,0.0,1024.300049,22.43,0.111981,-91.541885,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
633525,1715838802.0,2024-05-16 05:53:22+00:00,2024-05-16 14:53:22+09:00,2024,5,16,5,53,22,0,5.0,53.0,21.0,40.538891,141.556931,-13.098,3.0,5.0,-0.474365,-0.156982,0.865723,-7.8125,-0.244141,3.78418,-379.0,2.0,471.0,895.0,0.0,1024.800049,22.43,0.116936,-95.665085,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
633550,1715838803.0,2024-05-16 05:53:23+00:00,2024-05-16 14:53:23+09:00,2024,5,16,5,53,23,0,5.0,53.0,22.0,40.538898,141.556946,-12.579,3.0,5.0,-0.539551,-0.044678,0.821045,16.174316,7.385254,7.202148,-381.0,2.0,472.0,848.0,0.0,1024.400024,22.440001,0.112971,-92.366455,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
633575,1715838804.0,2024-05-16 05:53:24+00:00,2024-05-16 14:53:24+09:00,2024,5,16,5,53,24,0,5.0,53.0,23.0,40.53891,141.556961,-11.792,3.0,5.0,-0.464111,-0.138428,0.894775,0.12207,-5.432129,-6.713867,-378.0,4.0,469.0,708.0,0.0,1024.599976,22.450001,0.114953,-94.015396,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
633600,1715838805.0,2024-05-16 05:53:25+00:00,2024-05-16 14:53:25+09:00,2024,5,16,5,53,25,0,5.0,53.0,24.0,40.538914,141.556976,-11.056,3.0,5.0,-0.410889,-0.179199,0.882324,5.065918,12.390137,1.77002,-375.0,5.0,468.0,818.0,0.0,1024.300049,22.450001,0.111981,-91.541885,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
633625,1715838806.0,2024-05-16 05:53:26+00:00,2024-05-16 14:53:26+09:00,2024,5,16,5,53,26,0,5.0,53.0,25.0,40.538914,141.556976,-10.656,3.0,5.0,-0.426025,-0.218018,0.885986,-3.295898,-2.685547,0.732422,-376.0,5.0,469.0,653.0,0.0,1024.400024,22.459999,0.112971,-92.366455,3.796875,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
