,unixtime,datetime_utc,datetime_jst,rtc_year,rtc_month,rtc_day,rtc_hour,rtc_min,rtc_sec,rtc_msec,gps_hour,gps_min,gps_sec,latitude,longitude,altitude,fix_type,SIV,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,illuminance,atmopress,water_pressure,water_temp,depth,alt_wps,battery_level,behavior_class,camera_command,camera_recording,camera_count,play_audio,speaker_on,audio_file,prev_sd_write_time_ms,delay_occurred_counter
250,1715391250.0,2024-05-11 01:34:10+00:00,2024-05-11 10:34:10+09:00,2024,5,11,1,34,10,0,1.0,34.0,10.0,40.539093,141.557541,0.492,3.0,5.0,-0.168701,0.388428,0.936768,-4.394531,-1.159668,0.854492,-530.0,23.0,623.0,2865.0,0.0,1018.400024,39.080002,0.053513,-42.764385,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
275,1715391251.0,2024-05-11 01:34:11+00:00,2024-05-11 10:34:11+09:00,2024,5,11,1,34,11,0,1.0,34.0,11.0,40.539089,141.557541,-0.081,3.0,5.0,-0.128418,0.374756,0.937012,0.12207,-0.183105,0.427246,-529.0,23.0,624.0,2717.0,0.0,1018.700012,39.080002,0.056486,-45.25,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
300,1715391252.0,2024-05-11 01:34:12+00:00,2024-05-11 10:34:12+09:00,2024,5,11,1,34,12,0,1.0,34.0,12.0,40.539085,141.557541,-1.537,3.0,5.0,-0.16626,0.378418,0.901123,-0.427246,-6.347656,2.746582,-531.0,23.0,624.0,2756.0,0.0,1018.700012,39.080002,0.056486,-45.25,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
325,1715391253.0,2024-05-11 01:34:13+00:00,2024-05-11 10:34:13+09:00,2024,5,11,1,34,13,0,1.0,34.0,13.0,40.539074,141.557526,-2.645,3.0,5.0,-0.156738,0.371826,0.90918,0.12207,0.732422,-0.793457,-530.0,23.0,626.0,2800.0,0.0,1018.700012,39.07,0.056486,-45.25,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
350,1715391254.0,2024-05-11 01:34:14+00:00,2024-05-11 10:34:14+09:00,2024,5,11,1,34,14,0,1.0,34.0,14.0,40.539062,141.557526,-3.726,3.0,5.0,-0.14502,0.390137,0.912109,1.037598,-0.610352,-0.366211,-530.0,23.0,625.0,2916.0,0.0,1018.700012,39.07,0.056486,-45.25,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
375,1715391255.0,2024-05-11 01:34:15+00:00,2024-05-11 10:34:15+09:00,2024,5,11,1,34,15,0,1.0,34.0,15.0,40.53907,141.557526,-3.988,3.0,5.0,-0.144775,0.374268,0.932617,-0.732422,-1.281738,-1.037598,-529.0,22.0,623.0,3012.0,0.0,1018.599976,39.07,0.055495,-44.421192,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
400,1715391256.0,2024-05-11 01:34:16+00:00,2024-05-11 10:34:16+09:00,2024,5,11,1,34,16,0,1.0,34.0,16.0,40.53907,141.557541,-3.602,3.0,5.0,-0.146729,0.381836,0.930176,-0.854492,-0.488281,2.197266,-530.0,22.0,624.0,2907.0,0.0,1018.700012,39.07,0.056486,-45.25,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
425,1715391257.0,2024-05-11 01:34:17+00:00,2024-05-11 10:34:17+09:00,2024,5,11,1,34,17,0,1.0,34.0,17.0,40.539066,141.557526,-3.428,3.0,5.0,-0.143066,0.353516,0.918945,-0.427246,-0.610352,-0.427246,-529.0,24.0,624.0,2755.0,0.0,1018.799988,39.07,0.057477,-46.078239,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
450,1715391258.0,2024-05-11 01:34:18+00:00,2024-05-11 10:34:18+09:00,2024,5,11,1,34,18,0,1.0,34.0,18.0,40.539066,141.557541,-3.402,3.0,5.0,-0.152344,0.329834,0.915771,-0.549316,-1.098633,-0.732422,-529.0,24.0,626.0,2747.0,0.0,1018.799988,39.07,0.057477,-46.078239,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
475,1715391259.0,2024-05-11 01:34:19+00:00,2024-05-11 10:34:19+09:00,2024,5,11,1,34,19,0,1.0,34.0,19.0,40.539062,141.557541,-2.218,3.0,5.0,-0.133057,0.35083,0.943848,-1.525879,-0.671387,-0.732422,-530.0,23.0,625.0,2726.0,0.0,1019.0,39.07,0.059459,-47.735023,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
500,1715391260.0,2024-05-11 01:34:20+00:00,2024-05-11 10:34:20+09:00,2024,5,11,1,34,20,0,1.0,34.0,20.0,40.53907,141.557541,-0.801,3.0,5.0,-0.142822,0.346924,0.932373,-0.366211,1.403809,0.366211,-529.0,23.0,626.0,2710.0,0.0,1018.900024,39.07,0.058468,-46.906914,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
525,1715391261.0,2024-05-11 01:34:21+00:00,2024-05-11 10:34:21+09:00,2024,5,11,1,34,21,0,1.0,34.0,21.0,40.53907,141.557556,-0.955,3.0,5.0,-0.116211,0.276367,0.939453,-31.311035,24.291992,26.550293,-528.0,25.0,624.0,2636.0,0.0,1018.799988,39.060001,0.057477,-46.078239,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
550,1715391262.0,2024-05-11 01:34:22+00:00,2024-05-11 10:34:22+09:00,2024,5,11,1,34,22,0,1.0,34.0,22.0,40.539078,141.557541,-0.656,3.0,5.0,-0.034424,0.100342,0.998047,-19.65332,-2.075195,-3.723145,-525.0,33.0,622.0,2099.0,0.0,1018.200012,39.060001,0.051531,-41.106812,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
575,1715391263.0,2024-05-11 01:34:23+00:00,2024-05-11 10:34:23+09:00,2024,5,11,1,34,23,0,1.0,34.0,23.0,40.539078,141.557541,-0.392,3.0,5.0,0.043701,0.111572,1.005127,-4.02832,-7.629395,-5.432129,-523.0,32.0,624.0,2320.0,0.0,1018.799988,39.060001,0.057477,-46.078239,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
600,1715391264.0,2024-05-11 01:34:24+00:00,2024-05-11 10:34:24+09:00,2024,5,11,1,34,24,0,1.0,34.0,24.0,40.539085,141.557526,0.382,3.0,5.0,0.10083,0.114258,1.004395,-3.78418,1.098633,0.061035,-520.0,32.0,622.0,2510.0,0.0,1018.400024,39.060001,0.053513,-42.764385,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
625,1715391265.0,2024-05-11 01:34:25+00:00,2024-05-11 10:34:25+09:00,2024,5,11,1,34,25,0,1.0,34.0,25.0,40.539101,141.557526,0.685,3.0,5.0,0.119873,0.091309,1.016602,-0.12207,-0.549316,0.12207,-520.0,33.0,622.0,2631.0,0.0,1018.700012,39.060001,0.056486,-45.25,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
650,1715391266.0,2024-05-11 01:34:26+00:00,2024-05-11 10:34:26+09:00,2024,5,11,1,34,26,0,1.0,34.0,26.0,40.539097,141.557526,0.393,3.0,4.0,0.139893,0.109863,1.002686,1.342773,0.244141,-1.953125,-520.0,33.0,621.0,2473.0,0.0,1018.900024,39.060001,0.058468,-46.906914,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,3.0,0.0
675,1715391267.0,2024-05-11 01:34:27+00:00,2024-05-11 10:34:27+09:00,2024,5,11,1,34,27,0,1.0,34.0,27.0,40.539097,141.55751,0.61,3.0,4.0,0.111816,0.092529,0.999756,-0.549316,-0.366211,0.12207,-520.0,32.0,622.0,2586.0,0.0,1018.900024,39.060001,0.058468,-46.906914,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
700,1715391268.0,2024-05-11 01:34:28+00:00,2024-05-11 10:34:28+09:00,2024,5,11,1,34,28,0,1.0,34.0,28.0,40.539093,141.557495,0.199,3.0,4.0,0.135254,0.10376,0.995605,-0.610352,0.244141,1.281738,-519.0,34.0,620.0,2411.0,0.0,1018.799988,39.060001,0.057477,-46.078239,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
725,1715391269.0,2024-05-11 01:34:29+00:00,2024-05-11 10:34:29+09:00,2024,5,11,1,34,29,0,1.0,34.0,29.0,40.539093,141.55748,-2.989,3.0,4.0,0.14502,0.102539,1.004883,-0.671387,0.549316,0.366211,-519.0,33.0,621.0,2396.0,0.0,1018.599976,39.060001,0.055495,-44.421192,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
750,1715391270.0,2024-05-11 01:34:30+00:00,2024-05-11 10:34:30+09:00,2024,5,11,1,34,30,0,1.0,34.0,30.0,40.539082,141.557465,-5.741,3.0,4.0,0.162109,0.063965,1.036377,2.563477,-4.760742,4.394531,-519.0,35.0,620.0,2345.0,0.0,1019.0,39.049999,0.059459,-47.735023,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
775,1715391271.0,2024-05-11 01:34:31+00:00,2024-05-11 10:34:31+09:00,2024,5,11,1,34,31,0,1.0,34.0,31.0,40.539082,141.557449,-7.001,3.0,4.0,0.149902,0.038574,1.004639,-0.915527,-0.12207,-0.427246,-519.0,35.0,621.0,2129.0,0.0,1019.099976,39.049999,0.06045,-48.563061,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
800,1715391272.0,2024-05-11 01:34:32+00:00,2024-05-11 10:34:32+09:00,2024,5,11,1,34,32,0,1.0,34.0,32.0,40.539078,141.557449,-8.1,3.0,4.0,0.133301,0.018066,1.021729,-8.728027,4.760742,3.417969,-519.0,36.0,619.0,2009.0,0.0,1018.900024,39.040001,0.058468,-46.906914,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
825,1715391273.0,2024-05-11 01:34:33+00:00,2024-05-11 10:34:33+09:00,2024,5,11,1,34,33,0,1.0,34.0,33.0,40.539082,141.557434,-8.464,3.0,4.0,-0.339355,0.571533,0.629639,32.836914,9.58252,-2.319336,-538.0,3.0,614.0,2430.0,0.0,1018.700012,39.029999,0.056486,-45.25,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
850,1715391274.0,2024-05-11 01:34:34+00:00,2024-05-11 10:34:34+09:00,2024,5,11,1,34,34,0,1.0,34.0,34.0,40.539078,141.557449,-9.407,3.0,4.0,-0.403809,0.656982,0.642822,39.428711,19.165039,-11.71875,-542.0,1.0,612.0,2143.0,0.0,1018.5,39.040001,0.054504,-43.592819,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
875,1715391275.0,2024-05-11 01:34:35+00:00,2024-05-11 10:34:35+09:00,2024,5,11,1,34,35,0,1.0,34.0,35.0,40.539074,141.557449,-9.634,3.0,4.0,-0.543213,1.003174,0.365479,-72.937012,-42.297363,-0.12207,-551.0,4.0,617.0,1880.0,0.0,1018.299988,39.029999,0.052522,-41.935379,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
900,1715391276.0,2024-05-11 01:34:36+00:00,2024-05-11 10:34:36+09:00,2024,5,11,1,34,36,0,1.0,34.0,36.0,40.539059,141.557495,-3.634,3.0,4.0,0.595459,0.600098,0.880615,-131.774902,-170.654297,45.471191,-513.0,14.0,599.0,3132.0,0.0,1018.900024,39.029999,0.058468,-46.906914,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
925,1715391277.0,2024-05-11 01:34:37+00:00,2024-05-11 10:34:37+09:00,2024,5,11,1,34,37,0,1.0,34.0,37.0,40.539051,141.557495,-5.102,3.0,4.0,0.224854,0.096191,0.978516,-30.334473,32.653809,73.425293,-521.0,54.0,622.0,1405.0,0.0,1018.599976,39.029999,0.055495,-44.421192,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
950,1715391278.0,2024-05-11 01:34:38+00:00,2024-05-11 10:34:38+09:00,2024,5,11,1,34,38,0,1.0,34.0,38.0,40.539043,141.55751,-5.253,3.0,5.0,0.02002,0.108643,1.015869,24.169922,-2.807617,55.419922,-553.0,63.0,624.0,841.0,0.0,1018.200012,39.02,0.051531,-41.106812,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
975,1715391279.0,2024-05-11 01:34:39+00:00,2024-05-11 10:34:39+09:00,2024,5,11,1,34,39,0,1.0,34.0,39.0,40.539032,141.557541,-3.036,3.0,5.0,-0.246338,0.159912,0.955566,80.444336,-102.722168,-34.179688,-570.0,60.0,618.0,615.0,0.0,1018.599976,39.0,0.055495,-44.421192,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
1000,1715391280.0,2024-05-11 01:34:40+00:00,2024-05-11 10:34:40+09:00,2024,5,11,1,34,40,0,1.0,34.0,40.0,40.539021,141.557556,-5.071,3.0,5.0,0.080322,0.270508,-0.751953,7.263184,-10.437012,100.402832,-524.0,42.0,544.0,1255.0,0.0,1018.099976,38.990002,0.05054,-40.277672,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1025,1715391281.0,2024-05-11 01:34:41+00:00,2024-05-11 10:34:41+09:00,2024,5,11,1,34,41,0,1.0,34.0,41.0,40.539024,141.557571,-6.57,3.0,5.0,-0.09668,0.864502,-0.276367,-284.729004,-29.296875,-121.032715,-525.0,8.0,560.0,1388.0,0.0,1018.400024,38.98,0.053513,-42.764385,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
1050,1715391282.0,2024-05-11 01:34:42+00:00,2024-05-11 10:34:42+09:00,2024,5,11,1,34,42,0,1.0,34.0,42.0,40.539036,141.557571,-6.361,3.0,5.0,-0.159912,-0.123047,1.10376,-55.175781,-36.560059,-3.845215,-532.0,27.0,627.0,1125.0,0.0,1018.700012,38.970001,0.056486,-45.25,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1075,1715391283.0,2024-05-11 01:34:43+00:00,2024-05-11 10:34:43+09:00,2024,5,11,1,34,43,0,1.0,34.0,43.0,40.539043,141.557571,-5.879,3.0,5.0,0.121338,-0.168945,0.518066,0.183105,29.846191,25.268555,-533.0,31.0,630.0,778.0,0.0,1018.799988,38.959999,0.057477,-46.078239,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1100,1715391284.0,2024-05-11 01:34:44+00:00,2024-05-11 10:34:44+09:00,2024,5,11,1,34,44,0,1.0,34.0,44.0,40.539043,141.557587,-5.53,3.0,5.0,0.109131,-0.055908,0.996094,17.700195,-19.470215,-1.281738,-520.0,29.0,625.0,866.0,0.0,1018.799988,38.939999,0.057477,-46.078239,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
1125,1715391285.0,2024-05-11 01:34:45+00:00,2024-05-11 10:34:45+09:00,2024,5,11,1,34,45,0,1.0,34.0,45.0,40.53904,141.557587,-5.32,3.0,5.0,0.083984,0.056885,1.004639,-0.244141,0.488281,-0.244141,-522.0,22.0,623.0,1759.0,0.0,1018.700012,38.919998,0.056486,-45.25,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
1150,1715391286.0,2024-05-11 01:34:46+00:00,2024-05-11 10:34:46+09:00,2024,5,11,1,34,46,0,1.0,34.0,46.0,40.53904,141.557587,-5.259,3.0,5.0,0.083008,0.056641,1.006104,-0.183105,0.427246,-0.12207,-522.0,23.0,622.0,1805.0,0.0,1018.5,38.91,0.054504,-43.592819,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1175,1715391287.0,2024-05-11 01:34:47+00:00,2024-05-11 10:34:47+09:00,2024,5,11,1,34,47,0,1.0,34.0,47.0,40.539036,141.557602,-6.283,3.0,5.0,0.080566,0.057373,1.00415,-0.244141,0.366211,-0.244141,-522.0,23.0,623.0,1833.0,0.0,1018.599976,38.889999,0.055495,-44.421192,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1200,1715391288.0,2024-05-11 01:34:48+00:00,2024-05-11 10:34:48+09:00,2024,5,11,1,34,48,0,1.0,34.0,48.0,40.539028,141.557602,-5.787,3.0,5.0,0.083008,0.057373,1.003418,-0.183105,0.488281,-0.183105,-521.0,23.0,622.0,1848.0,0.0,1018.700012,38.880001,0.056486,-45.25,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
1225,1715391289.0,2024-05-11 01:34:49+00:00,2024-05-11 10:34:49+09:00,2024,5,11,1,34,49,0,1.0,34.0,49.0,40.539024,141.557602,-6.102,3.0,5.0,0.081299,0.058105,1.006104,-0.244141,0.549316,-0.244141,-520.0,23.0,622.0,1851.0,0.0,1018.599976,38.869999,0.055495,-44.421192,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1250,1715391290.0,2024-05-11 01:34:50+00:00,2024-05-11 10:34:50+09:00,2024,5,11,1,34,50,0,1.0,34.0,50.0,40.539017,141.557617,-6.58,3.0,5.0,0.08252,0.05835,1.005859,-0.183105,0.366211,-0.183105,-521.0,23.0,623.0,1840.0,0.0,1018.5,38.869999,0.054504,-43.592819,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,9.0,0.0
1275,1715391291.0,2024-05-11 01:34:51+00:00,2024-05-11 10:34:51+09:00,2024,5,11,1,34,51,0,1.0,34.0,51.0,40.539013,141.557617,-6.897,3.0,5.0,0.081299,0.057129,1.005371,-0.244141,0.549316,-0.305176,-521.0,24.0,622.0,1782.0,0.0,1018.700012,38.869999,0.056486,-45.25,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
1300,1715391292.0,2024-05-11 01:34:52+00:00,2024-05-11 10:34:52+09:00,2024,5,11,1,34,52,0,1.0,34.0,52.0,40.539013,141.557632,-7.262,3.0,5.0,0.080566,0.056396,1.005127,-0.244141,0.366211,-0.244141,-522.0,24.0,622.0,1812.0,0.0,1018.0,38.860001,0.049549,-39.448975,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1325,1715391293.0,2024-05-11 01:34:53+00:00,2024-05-11 10:34:53+09:00,2024,5,11,1,34,53,0,1.0,34.0,53.0,40.539021,141.557632,-7.013,3.0,5.0,0.083984,0.058105,1.005615,-0.183105,0.427246,-0.305176,-523.0,23.0,624.0,1807.0,0.0,1018.099976,38.860001,0.05054,-40.277672,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1350,1715391294.0,2024-05-11 01:34:54+00:00,2024-05-11 10:34:54+09:00,2024,5,11,1,34,54,0,1.0,34.0,54.0,40.539024,141.557632,-6.669,3.0,5.0,0.08252,0.057861,1.003662,-0.305176,0.366211,-0.305176,-522.0,23.0,622.0,1830.0,0.0,1018.200012,38.849998,0.051531,-41.106812,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
1375,1715391295.0,2024-05-11 01:34:55+00:00,2024-05-11 10:34:55+09:00,2024,5,11,1,34,55,0,1.0,34.0,55.0,40.539028,141.557632,-6.069,3.0,5.0,0.082031,0.059082,1.006104,-0.244141,0.427246,-0.183105,-522.0,23.0,621.0,1825.0,0.0,1018.200012,38.860001,0.051531,-41.106812,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1400,1715391296.0,2024-05-11 01:34:56+00:00,2024-05-11 10:34:56+09:00,2024,5,11,1,34,56,0,1.0,34.0,56.0,40.539028,141.557648,-5.585,3.0,5.0,0.083008,0.057129,1.003906,-0.183105,0.305176,-0.183105,-522.0,23.0,622.0,1787.0,0.0,1018.299988,38.860001,0.052522,-41.935379,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1425,1715391297.0,2024-05-11 01:34:57+00:00,2024-05-11 10:34:57+09:00,2024,5,11,1,34,57,0,1.0,34.0,57.0,40.539024,141.557648,-5.223,3.0,5.0,0.083252,0.058105,1.00415,-0.183105,0.305176,-0.183105,-522.0,23.0,622.0,1758.0,0.0,1018.5,38.860001,0.054504,-43.592819,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1450,1715391298.0,2024-05-11 01:34:58+00:00,2024-05-11 10:34:58+09:00,2024,5,11,1,34,58,0,1.0,34.0,58.0,40.539021,141.557648,-5.251,3.0,5.0,0.082275,0.057373,1.005615,-0.244141,0.366211,-0.244141,-523.0,23.0,622.0,1750.0,0.0,1019.099976,38.860001,0.06045,-48.563061,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1475,1715391299.0,2024-05-11 01:34:59+00:00,2024-05-11 10:34:59+09:00,2024,5,11,1,34,59,0,1.0,34.0,59.0,40.539028,141.557663,-5.328,3.0,5.0,0.082031,0.057861,1.004395,-0.305176,0.366211,-0.183105,-522.0,22.0,624.0,1753.0,0.0,1018.400024,38.860001,0.053513,-42.764385,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1500,1715391300.0,2024-05-11 01:35:00+00:00,2024-05-11 10:35:00+09:00,2024,5,11,1,35,0,0,1.0,35.0,0.0,40.539024,141.557663,-5.224,3.0,5.0,0.082764,0.057617,1.004395,-0.305176,0.549316,-0.244141,-523.0,23.0,623.0,1770.0,0.0,1018.900024,38.869999,0.058468,-46.906914,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,13.0,0.0
1525,1715391301.0,2024-05-11 01:35:01+00:00,2024-05-11 10:35:01+09:00,2024,5,11,1,35,1,0,1.0,35.0,1.0,40.539032,141.557648,-5.827,3.0,5.0,0.083496,0.057373,1.004639,-0.244141,0.427246,-0.244141,-522.0,23.0,621.0,1793.0,0.0,1018.5,38.869999,0.054504,-43.592819,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,8.0,0.0
1550,1715391302.0,2024-05-11 01:35:02+00:00,2024-05-11 10:35:02+09:00,2024,5,11,1,35,2,0,1.0,35.0,2.0,40.539036,141.557648,-6.203,3.0,5.0,0.082764,0.057861,1.005127,-0.183105,0.366211,-0.244141,-521.0,23.0,620.0,1801.0,0.0,1018.5,38.869999,0.054504,-43.592819,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,3.0,0.0
1575,1715391303.0,2024-05-11 01:35:03+00:00,2024-05-11 10:35:03+09:00,2024,5,11,1,35,3,0,1.0,35.0,3.0,40.53904,141.557648,-6.806,3.0,5.0,0.082031,0.057129,1.005371,-0.183105,0.427246,-0.305176,-522.0,23.0,623.0,1804.0,0.0,1018.599976,38.889999,0.055495,-44.421192,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
