,unixtime,datetime_utc,datetime_jst,rtc_year,rtc_month,rtc_day,rtc_hour,rtc_min,rtc_sec,rtc_msec,gps_hour,gps_min,gps_sec,latitude,longitude,altitude,fix_type,SIV,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,illuminance,atmopress,water_pressure,water_temp,depth,alt_wps,battery_level,behavior_class,camera_command,camera_recording,camera_count,play_audio,speaker_on,audio_file,prev_sd_write_time_ms,delay_occurred_counter
38075,1715392763.0,2024-05-11 01:59:23+00:00,2024-05-11 10:59:23+09:00,2024,5,11,1,59,23,0,1.0,59.0,23.0,40.539036,141.557663,4.148,3.0,9.0,-0.215088,-0.047363,0.976074,-6.591797,0.732422,-0.732422,-557.0,71.0,614.0,272.0,0.0,1019.700012,42.84,0.066396,-53.531441,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
38100,1715392764.0,2024-05-11 01:59:24+00:00,2024-05-11 10:59:24+09:00,2024,5,11,1,59,24,0,1.0,59.0,24.0,40.539032,141.557663,4.21,3.0,9.0,-0.238037,0.010986,0.990723,6.469727,-11.84082,2.807617,-557.0,70.0,613.0,224.0,0.0,1019.799988,42.84,0.067386,-54.35902,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
38125,1715392765.0,2024-05-11 01:59:25+00:00,2024-05-11 10:59:25+09:00,2024,5,11,1,59,25,0,1.0,59.0,25.0,40.539028,141.557663,4.091,3.0,9.0,-0.179932,-0.048096,0.9646,4.577637,4.272461,-2.258301,-557.0,71.0,616.0,207.0,0.0,1019.900024,42.84,0.068377,-55.187038,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
38150,1715392766.0,2024-05-11 01:59:26+00:00,2024-05-11 10:59:26+09:00,2024,5,11,1,59,26,0,1.0,59.0,26.0,40.539028,141.557663,4.134,3.0,9.0,-0.219238,0.004883,1.016113,9.82666,-2.380371,0.732422,-556.0,70.0,613.0,234.0,0.0,1020.099976,42.84,0.070359,-56.841873,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
38175,1715392767.0,2024-05-11 01:59:27+00:00,2024-05-11 10:59:27+09:00,2024,5,11,1,59,27,0,1.0,59.0,27.0,40.539024,141.557678,4.15,3.0,9.0,-0.164062,0.013916,1.011475,-10.437012,-9.094238,-0.915527,-556.0,69.0,614.0,301.0,0.0,1020.0,42.84,0.069368,-56.014488,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
38200,1715392768.0,2024-05-11 01:59:28+00:00,2024-05-11 10:59:28+09:00,2024,5,11,1,59,28,0,1.0,59.0,28.0,40.539021,141.557678,4.198,3.0,9.0,-0.189697,0.064209,1.046143,-1.159668,-7.141113,2.502441,-556.0,69.0,616.0,350.0,0.0,1019.900024,42.849998,0.068377,-55.187038,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
38225,1715392769.0,2024-05-11 01:59:29+00:00,2024-05-11 10:59:29+09:00,2024,5,11,1,59,29,0,1.0,59.0,29.0,40.539021,141.557678,4.267,3.0,9.0,-0.203857,0.030518,1.010742,10.437012,-2.990723,0.305176,-556.0,70.0,617.0,317.0,0.0,1020.299988,42.849998,0.072341,-58.496948,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
38250,1715392770.0,2024-05-11 01:59:30+00:00,2024-05-11 10:59:30+09:00,2024,5,11,1,59,30,0,1.0,59.0,30.0,40.539017,141.557678,4.396,3.0,9.0,-0.222168,0.005615,0.986328,13.366699,0.671387,0.427246,-557.0,70.0,617.0,205.0,0.0,1020.200012,42.849998,0.07135,-57.669693,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
38275,1715392771.0,2024-05-11 01:59:31+00:00,2024-05-11 10:59:31+09:00,2024,5,11,1,59,31,0,1.0,59.0,31.0,40.539017,141.557678,4.234,3.0,9.0,-0.180664,-0.024414,0.973877,11.108398,9.399414,0.0,-557.0,72.0,615.0,292.0,0.0,1019.400024,42.849998,0.063423,-51.047798,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
38300,1715392772.0,2024-05-11 01:59:32+00:00,2024-05-11 10:59:32+09:00,2024,5,11,1,59,32,0,1.0,59.0,32.0,40.539017,141.557678,4.241,3.0,9.0,-0.193848,-0.036865,0.974121,3.90625,6.896973,-1.403809,-557.0,71.0,615.0,296.0,0.0,1020.099976,42.860001,0.070359,-56.841873,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
38325,1715392773.0,2024-05-11 01:59:33+00:00,2024-05-11 10:59:33+09:00,2024,5,11,1,59,33,0,1.0,59.0,33.0,40.539017,141.557678,4.22,3.0,9.0,-0.164307,-0.040771,0.96582,2.075195,5.187988,-1.77002,-557.0,72.0,615.0,302.0,0.0,1019.700012,42.860001,0.066396,-53.531441,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
38350,1715392774.0,2024-05-11 01:59:34+00:00,2024-05-11 10:59:34+09:00,2024,5,11,1,59,34,0,1.0,59.0,34.0,40.539017,141.557678,4.299,3.0,9.0,-0.179443,-0.029053,0.981201,-2.258301,-0.244141,-1.403809,-556.0,71.0,613.0,294.0,0.0,1019.799988,42.860001,0.067386,-54.35902,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
38375,1715392775.0,2024-05-11 01:59:35+00:00,2024-05-11 10:59:35+09:00,2024,5,11,1,59,35,0,1.0,59.0,35.0,40.539017,141.557678,4.378,3.0,9.0,-0.178467,-0.03418,0.960693,8.972168,6.408691,-0.244141,-555.0,71.0,615.0,301.0,0.0,1020.0,42.860001,0.069368,-56.014488,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
38400,1715392776.0,2024-05-11 01:59:36+00:00,2024-05-11 10:59:36+09:00,2024,5,11,1,59,36,0,1.0,59.0,36.0,40.539017,141.557678,4.4,3.0,9.0,-0.173584,-0.020996,0.970215,0.244141,0.976562,-0.854492,-556.0,71.0,614.0,323.0,0.0,1019.599976,42.869999,0.065405,-52.703289,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
38425,1715392777.0,2024-05-11 01:59:37+00:00,2024-05-11 10:59:37+09:00,2024,5,11,1,59,37,0,1.0,59.0,37.0,40.539017,141.557678,4.308,3.0,9.0,-0.192871,-0.031982,1.012695,9.277344,9.70459,0.12207,-556.0,70.0,615.0,318.0,0.0,1019.900024,42.869999,0.068377,-55.187038,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
38450,1715392778.0,2024-05-11 01:59:38+00:00,2024-05-11 10:59:38+09:00,2024,5,11,1,59,38,0,1.0,59.0,38.0,40.539017,141.557678,4.209,3.0,9.0,-0.16748,0.019043,1.04541,-6.958008,-8.911133,-0.488281,-556.0,70.0,614.0,325.0,0.0,1020.299988,42.869999,0.072341,-58.496948,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
38475,1715392779.0,2024-05-11 01:59:39+00:00,2024-05-11 10:59:39+09:00,2024,5,11,1,59,39,0,1.0,59.0,39.0,40.539017,141.557678,4.066,3.0,9.0,-0.223145,-0.005127,0.975342,16.052246,4.333496,0.915527,-556.0,70.0,614.0,231.0,0.0,1019.5,42.880001,0.064414,-51.875576,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
38500,1715392780.0,2024-05-11 01:59:40+00:00,2024-05-11 10:59:40+09:00,2024,5,11,1,59,40,0,1.0,59.0,40.0,40.539017,141.557678,4.073,3.0,9.0,-0.195068,-0.03125,0.995361,10.131836,7.080078,-0.488281,-556.0,70.0,614.0,285.0,0.0,1019.700012,42.880001,0.066396,-53.531441,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,3.0,0.0
38525,1715392781.0,2024-05-11 01:59:41+00:00,2024-05-11 10:59:41+09:00,2024,5,11,1,59,41,0,1.0,59.0,41.0,40.539013,141.557678,4.026,3.0,9.0,-0.217773,0.022949,1.006592,10.253906,1.953125,0.671387,-556.0,68.0,614.0,355.0,0.0,1019.900024,42.880001,0.068377,-55.187038,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
38550,1715392782.0,2024-05-11 01:59:42+00:00,2024-05-11 10:59:42+09:00,2024,5,11,1,59,42,0,1.0,59.0,42.0,40.539013,141.557678,3.977,3.0,9.0,-0.195557,0.003418,0.996094,11.657715,7.080078,0.366211,-557.0,69.0,614.0,354.0,0.0,1020.0,42.889999,0.069368,-56.014488,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
38575,1715392783.0,2024-05-11 01:59:43+00:00,2024-05-11 10:59:43+09:00,2024,5,11,1,59,43,0,1.0,59.0,43.0,40.539013,141.557678,4.063,3.0,9.0,-0.222656,0.018066,0.989258,14.404297,7.568359,-0.549316,-556.0,69.0,616.0,303.0,0.0,1019.599976,42.889999,0.065405,-52.703289,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,3.0,0.0
38600,1715392784.0,2024-05-11 01:59:44+00:00,2024-05-11 10:59:44+09:00,2024,5,11,1,59,44,0,1.0,59.0,44.0,40.539009,141.557678,4.211,3.0,9.0,-0.193848,-0.028076,0.992676,0.366211,4.272461,-0.915527,-556.0,71.0,615.0,280.0,0.0,1020.099976,42.889999,0.070359,-56.841873,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
38625,1715392785.0,2024-05-11 01:59:45+00:00,2024-05-11 10:59:45+09:00,2024,5,11,1,59,45,0,1.0,59.0,45.0,40.539009,141.557678,4.302,3.0,9.0,-0.213867,-0.020996,0.967773,-8.239746,0.427246,-0.671387,-556.0,71.0,614.0,295.0,0.0,1020.400024,42.900002,0.073332,-59.324638,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
38650,1715392786.0,2024-05-11 01:59:46+00:00,2024-05-11 10:59:46+09:00,2024,5,11,1,59,46,0,1.0,59.0,46.0,40.539009,141.557678,4.313,3.0,9.0,-0.200928,0.001221,0.977051,-8.789062,1.037598,0.610352,-556.0,70.0,613.0,286.0,0.0,1020.0,42.900002,0.069368,-56.014488,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
38675,1715392787.0,2024-05-11 01:59:47+00:00,2024-05-11 10:59:47+09:00,2024,5,11,1,59,47,0,1.0,59.0,47.0,40.539009,141.557678,4.267,3.0,9.0,-0.189941,-0.003418,0.978516,-6.835938,2.319336,-0.244141,-556.0,70.0,614.0,289.0,0.0,1019.799988,42.91,0.067386,-54.35902,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
38700,1715392788.0,2024-05-11 01:59:48+00:00,2024-05-11 10:59:48+09:00,2024,5,11,1,59,48,0,1.0,59.0,48.0,40.539009,141.557678,4.296,3.0,9.0,-0.182861,-0.017578,0.992432,-8.728027,2.258301,-0.976562,-556.0,70.0,615.0,296.0,0.0,1020.099976,42.91,0.070359,-56.841873,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
38725,1715392789.0,2024-05-11 01:59:49+00:00,2024-05-11 10:59:49+09:00,2024,5,11,1,59,49,0,1.0,59.0,49.0,40.539009,141.557678,4.386,3.0,9.0,-0.166748,-0.026123,1.021973,-6.591797,-4.089355,-0.671387,-555.0,71.0,613.0,285.0,0.0,1019.700012,42.91,0.066396,-53.531441,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
38750,1715392790.0,2024-05-11 01:59:50+00:00,2024-05-11 10:59:50+09:00,2024,5,11,1,59,50,0,1.0,59.0,50.0,40.539009,141.557678,4.476,3.0,9.0,-0.206299,-0.0271,1.010498,-7.507324,0.854492,0.12207,-556.0,70.0,616.0,259.0,0.0,1019.799988,42.919998,0.067386,-54.35902,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,3.0,0.0
38775,1715392791.0,2024-05-11 01:59:51+00:00,2024-05-11 10:59:51+09:00,2024,5,11,1,59,51,0,1.0,59.0,51.0,40.539009,141.557678,4.489,3.0,9.0,-0.234863,-0.029297,1.008301,15.014648,-1.098633,2.807617,-557.0,71.0,611.0,249.0,0.0,1020.0,42.919998,0.069368,-56.014488,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
38800,1715392792.0,2024-05-11 01:59:52+00:00,2024-05-11 10:59:52+09:00,2024,5,11,1,59,52,0,1.0,59.0,52.0,40.539009,141.557678,4.492,3.0,9.0,-0.210693,-0.046387,0.945068,4.760742,-3.356934,-0.183105,-556.0,71.0,612.0,276.0,0.0,1019.400024,42.93,0.063423,-51.047798,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,3.0,0.0
38825,1715392793.0,2024-05-11 01:59:53+00:00,2024-05-11 10:59:53+09:00,2024,5,11,1,59,53,0,1.0,59.0,53.0,40.539009,141.557678,4.563,3.0,9.0,-0.188721,-0.016113,0.993652,-6.347656,0.0,-0.427246,-557.0,71.0,614.0,206.0,0.0,1019.900024,42.93,0.068377,-55.187038,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
38850,1715392794.0,2024-05-11 01:59:54+00:00,2024-05-11 10:59:54+09:00,2024,5,11,1,59,54,0,1.0,59.0,54.0,40.539005,141.557678,4.57,3.0,9.0,-0.171631,0.005859,0.984375,-12.207031,-6.530762,-1.464844,-557.0,70.0,615.0,277.0,0.0,1019.900024,42.93,0.068377,-55.187038,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
38875,1715392795.0,2024-05-11 01:59:55+00:00,2024-05-11 10:59:55+09:00,2024,5,11,1,59,55,0,1.0,59.0,55.0,40.539005,141.557678,4.65,3.0,9.0,-0.201172,0.001709,0.984131,16.052246,3.78418,2.563477,-556.0,71.0,614.0,306.0,0.0,1020.099976,42.939999,0.070359,-56.841873,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,3.0,0.0
38900,1715392796.0,2024-05-11 01:59:56+00:00,2024-05-11 10:59:56+09:00,2024,5,11,1,59,56,0,1.0,59.0,56.0,40.539005,141.557678,4.733,3.0,9.0,-0.174316,-0.012207,0.981934,7.568359,7.507324,-1.281738,-556.0,69.0,615.0,304.0,0.0,1020.099976,42.939999,0.070359,-56.841873,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
38925,1715392797.0,2024-05-11 01:59:57+00:00,2024-05-11 10:59:57+09:00,2024,5,11,1,59,57,0,1.0,59.0,57.0,40.539001,141.557678,4.758,3.0,9.0,-0.163818,0.010742,0.967285,4.333496,2.075195,-0.854492,-556.0,71.0,612.0,302.0,0.0,1019.900024,42.950001,0.068377,-55.187038,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
38950,1715392798.0,2024-05-11 01:59:58+00:00,2024-05-11 10:59:58+09:00,2024,5,11,1,59,58,0,1.0,59.0,58.0,40.539001,141.557678,4.873,3.0,11.0,-0.168457,0.017578,0.970459,2.624512,4.577637,-1.525879,-555.0,69.0,615.0,330.0,0.0,1020.0,42.950001,0.069368,-56.014488,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
38975,1715392799.0,2024-05-11 01:59:59+00:00,2024-05-11 10:59:59+09:00,2024,5,11,1,59,59,0,1.0,59.0,59.0,40.539001,141.557693,4.802,3.0,11.0,-0.168457,0.014404,0.966553,1.098633,3.295898,-1.159668,-556.0,69.0,615.0,322.0,0.0,1020.0,42.959999,0.069368,-56.014488,4.134375,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
39000,1715392800.0,2024-05-11 02:00:00+00:00,2024-05-11 11:00:00+09:00,2024,5,11,2,0,0,0,2.0,0.0,0.0,40.539001,141.557693,4.795,3.0,11.0,-0.189697,-0.00415,0.972168,-8.178711,1.342773,-0.305176,-555.0,69.0,614.0,253.0,0.0,1020.0,42.959999,0.069368,-56.014488,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,9.0,0.0
39025,1715392801.0,2024-05-11 02:00:01+00:00,2024-05-11 11:00:01+09:00,2024,5,11,2,0,1,0,2.0,0.0,1.0,40.539001,141.557693,4.812,3.0,10.0,-0.19043,0.007324,0.976318,-4.943848,2.929688,0.366211,-557.0,69.0,614.0,256.0,0.0,1019.900024,42.959999,0.068377,-55.187038,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,13.0,0.0
39050,1715392802.0,2024-05-11 02:00:02+00:00,2024-05-11 11:00:02+09:00,2024,5,11,2,0,2,0,2.0,0.0,2.0,40.539001,141.557693,5.025,3.0,10.0,-0.193115,-0.01123,0.98291,-7.629395,1.647949,-0.244141,-556.0,71.0,613.0,280.0,0.0,1019.799988,42.970001,0.067386,-54.35902,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
39075,1715392803.0,2024-05-11 02:00:03+00:00,2024-05-11 11:00:03+09:00,2024,5,11,2,0,3,0,2.0,0.0,3.0,40.539001,141.557693,5.081,3.0,10.0,-0.205322,-0.030518,0.963135,-11.474609,-2.685547,-1.220703,-556.0,71.0,613.0,295.0,0.0,1019.900024,42.970001,0.068377,-55.187038,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
39100,1715392804.0,2024-05-11 02:00:04+00:00,2024-05-11 11:00:04+09:00,2024,5,11,2,0,4,0,2.0,0.0,4.0,40.539001,141.557693,5.203,3.0,10.0,-0.185547,-0.025146,0.957764,7.385254,9.033203,-1.403809,-556.0,70.0,614.0,214.0,0.0,1020.099976,42.970001,0.070359,-56.841873,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
39125,1715392805.0,2024-05-11 02:00:05+00:00,2024-05-11 11:00:05+09:00,2024,5,11,2,0,5,0,2.0,0.0,5.0,40.539001,141.557678,5.349,3.0,10.0,-0.20752,-0.012207,0.979004,11.84082,6.408691,1.342773,-555.0,71.0,613.0,293.0,0.0,1019.700012,42.98,0.066396,-53.531441,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
39150,1715392806.0,2024-05-11 02:00:06+00:00,2024-05-11 11:00:06+09:00,2024,5,11,2,0,6,0,2.0,0.0,6.0,40.539001,141.557693,5.154,3.0,10.0,-0.205811,0.03125,1.001465,16.235352,0.610352,2.01416,-556.0,71.0,617.0,344.0,0.0,1019.900024,42.98,0.068377,-55.187038,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
39175,1715392807.0,2024-05-11 02:00:07+00:00,2024-05-11 11:00:07+09:00,2024,5,11,2,0,7,0,2.0,0.0,7.0,40.539001,141.557678,5.08,3.0,10.0,-0.203613,0.011719,0.958252,-1.159668,4.516602,-2.258301,-556.0,69.0,615.0,326.0,0.0,1020.299988,42.98,0.072341,-58.496948,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
39200,1715392808.0,2024-05-11 02:00:08+00:00,2024-05-11 11:00:08+09:00,2024,5,11,2,0,8,0,2.0,0.0,8.0,40.539001,141.557693,5.096,3.0,10.0,-0.169189,0.009033,0.967041,1.89209,6.652832,-1.831055,-556.0,69.0,616.0,292.0,0.0,1020.299988,42.990002,0.072341,-58.496948,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
39225,1715392809.0,2024-05-11 02:00:09+00:00,2024-05-11 11:00:09+09:00,2024,5,11,2,0,9,0,2.0,0.0,9.0,40.539001,141.557693,4.976,3.0,10.0,-0.210693,-0.008057,0.968994,-5.737305,3.723145,-1.831055,-557.0,71.0,612.0,108.0,0.0,1019.400024,42.990002,0.063423,-51.047798,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
39250,1715392810.0,2024-05-11 02:00:10+00:00,2024-05-11 11:00:10+09:00,2024,5,11,2,0,10,0,2.0,0.0,10.0,40.539001,141.557678,5.151,3.0,10.0,-0.232422,-0.022461,0.99585,-4.150391,-0.061035,-0.732422,-559.0,71.0,613.0,124.0,0.0,1019.700012,42.990002,0.066396,-53.531441,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
39275,1715392811.0,2024-05-11 02:00:11+00:00,2024-05-11 11:00:11+09:00,2024,5,11,2,0,11,0,2.0,0.0,11.0,40.539005,141.557678,5.237,3.0,10.0,-0.255127,-0.031494,0.979736,0.793457,0.366211,0.061035,-558.0,71.0,610.0,159.0,0.0,1020.200012,42.990002,0.07135,-57.669693,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
39300,1715392812.0,2024-05-11 02:00:12+00:00,2024-05-11 11:00:12+09:00,2024,5,11,2,0,12,0,2.0,0.0,12.0,40.539001,141.557678,5.252,3.0,10.0,-0.274902,-0.04248,0.99707,-9.094238,-1.220703,-0.915527,-558.0,72.0,614.0,148.0,0.0,1020.0,43.0,0.069368,-56.014488,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
39325,1715392813.0,2024-05-11 02:00:13+00:00,2024-05-11 11:00:13+09:00,2024,5,11,2,0,13,0,2.0,0.0,13.0,40.539005,141.557678,5.093,3.0,10.0,-0.256836,-0.049316,0.974854,-1.525879,0.427246,0.488281,-558.0,72.0,614.0,148.0,0.0,1019.900024,43.0,0.068377,-55.187038,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
39350,1715392814.0,2024-05-11 02:00:14+00:00,2024-05-11 11:00:14+09:00,2024,5,11,2,0,14,0,2.0,0.0,14.0,40.539005,141.557678,4.975,3.0,10.0,-0.280762,-0.031982,0.97998,16.052246,1.586914,1.525879,-558.0,73.0,615.0,163.0,0.0,1019.599976,43.0,0.065405,-52.703289,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
39375,1715392815.0,2024-05-11 02:00:15+00:00,2024-05-11 11:00:15+09:00,2024,5,11,2,0,15,0,2.0,0.0,15.0,40.539005,141.557678,4.717,3.0,10.0,-0.222168,-0.020752,0.974121,4.333496,3.479004,1.037598,-557.0,72.0,612.0,143.0,0.0,1020.099976,43.0,0.070359,-56.841873,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
39400,1715392816.0,2024-05-11 02:00:16+00:00,2024-05-11 11:00:16+09:00,2024,5,11,2,0,16,0,2.0,0.0,16.0,40.539005,141.557678,4.723,3.0,10.0,-0.252686,-0.031738,0.961182,-0.732422,3.540039,-1.220703,-558.0,71.0,614.0,137.0,0.0,1019.900024,43.0,0.068377,-55.187038,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
39425,1715392817.0,2024-05-11 02:00:17+00:00,2024-05-11 11:00:17+09:00,2024,5,11,2,0,17,0,2.0,0.0,17.0,40.539005,141.557678,4.762,3.0,10.0,-0.251465,-0.001221,1.001709,-5.249023,0.305176,-1.220703,-557.0,69.0,615.0,155.0,0.0,1019.599976,43.0,0.065405,-52.703289,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
39450,1715392818.0,2024-05-11 02:00:18+00:00,2024-05-11 11:00:18+09:00,2024,5,11,2,0,18,0,2.0,0.0,18.0,40.539005,141.557678,4.969,3.0,10.0,-0.228516,0.016602,0.974121,-6.713867,1.708984,-0.610352,-558.0,70.0,615.0,215.0,0.0,1020.099976,43.0,0.070359,-56.841873,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
39475,1715392819.0,2024-05-11 02:00:19+00:00,2024-05-11 11:00:19+09:00,2024,5,11,2,0,19,0,2.0,0.0,19.0,40.539009,141.557678,4.579,3.0,10.0,-0.240723,0.017822,0.984619,-9.399414,-0.488281,-3.540039,-558.0,69.0,616.0,241.0,0.0,1020.099976,43.009998,0.070359,-56.841873,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
39500,1715392820.0,2024-05-11 02:00:20+00:00,2024-05-11 11:00:20+09:00,2024,5,11,2,0,20,0,2.0,0.0,20.0,40.539009,141.557678,4.361,3.0,10.0,-0.20166,0.012695,0.967529,-7.751465,-1.586914,-0.366211,-557.0,70.0,613.0,289.0,0.0,1019.700012,43.0,0.066396,-53.531441,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,3.0,0.0
39525,1715392821.0,2024-05-11 02:00:21+00:00,2024-05-11 11:00:21+09:00,2024,5,11,2,0,21,0,2.0,0.0,21.0,40.539009,141.557678,4.104,3.0,10.0,-0.229492,0.035156,0.978271,-4.211426,-0.427246,0.610352,-558.0,69.0,615.0,345.0,0.0,1019.900024,43.009998,0.068377,-55.187038,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
39550,1715392822.0,2024-05-11 02:00:22+00:00,2024-05-11 11:00:22+09:00,2024,5,11,2,0,22,0,2.0,0.0,22.0,40.539009,141.557678,4.094,3.0,10.0,-0.207031,0.017578,0.974121,0.549316,0.183105,-0.915527,-557.0,69.0,615.0,281.0,0.0,1020.0,43.009998,0.069368,-56.014488,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
39575,1715392823.0,2024-05-11 02:00:23+00:00,2024-05-11 11:00:23+09:00,2024,5,11,2,0,23,0,2.0,0.0,23.0,40.539009,141.557678,4.13,3.0,10.0,-0.205322,0.001221,0.973877,-2.563477,1.708984,-1.525879,-557.0,69.0,615.0,255.0,0.0,1019.799988,43.0,0.067386,-54.35902,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,3.0,0.0
39600,1715392824.0,2024-05-11 02:00:24+00:00,2024-05-11 11:00:24+09:00,2024,5,11,2,0,24,0,2.0,0.0,24.0,40.539009,141.557678,4.507,3.0,10.0,-0.215332,0.023926,1.002686,10.253906,-2.624512,1.159668,-557.0,69.0,616.0,270.0,0.0,1020.400024,43.009998,0.073332,-59.324638,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
39625,1715392825.0,2024-05-11 02:00:25+00:00,2024-05-11 11:00:25+09:00,2024,5,11,2,0,25,0,2.0,0.0,25.0,40.539009,141.557678,4.263,3.0,10.0,-0.200439,0.013672,1.033936,-5.126953,-0.488281,0.244141,-556.0,69.0,614.0,291.0,0.0,1019.599976,43.009998,0.065405,-52.703289,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
39650,1715392826.0,2024-05-11 02:00:26+00:00,2024-05-11 11:00:26+09:00,2024,5,11,2,0,26,0,2.0,0.0,26.0,40.539009,141.557678,4.261,3.0,10.0,-0.218018,0.013428,1.012207,-9.82666,-2.929688,-0.305176,-557.0,69.0,614.0,303.0,0.0,1020.0,43.009998,0.069368,-56.014488,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
39675,1715392827.0,2024-05-11 02:00:27+00:00,2024-05-11 11:00:27+09:00,2024,5,11,2,0,27,0,2.0,0.0,27.0,40.539009,141.557678,4.266,3.0,10.0,-0.215088,0.014893,0.984131,-7.751465,-1.037598,-0.305176,-556.0,70.0,614.0,319.0,0.0,1020.099976,43.009998,0.070359,-56.841873,4.113281,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
