,unixtime,datetime_utc,datetime_jst,rtc_year,rtc_month,rtc_day,rtc_hour,rtc_min,rtc_sec,rtc_msec,gps_hour,gps_min,gps_sec,latitude,longitude,altitude,fix_type,SIV,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,illuminance,atmopress,water_pressure,water_temp,depth,alt_wps,battery_level,behavior_class,camera_command,camera_recording,camera_count,play_audio,speaker_on,audio_file,prev_sd_write_time_ms,delay_occurred_counter
50,1715390942.0,2024-05-11 01:29:02+00:00,2024-05-11 10:29:02+09:00,2024,5,11,1,29,2,0,1.0,29.0,2.0,40.540356,141.557587,7.414,2.0,3.0,0.094482,0.164307,0.978027,-0.244141,-0.061035,-0.12207,-509.0,-38.0,575.0,346.0,0.0,1021.900024,38.25,0.088197,-71.727585,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
75,1715390943.0,2024-05-11 01:29:03+00:00,2024-05-11 10:29:03+09:00,2024,5,11,1,29,3,0,1.0,29.0,3.0,40.540398,141.557587,7.488,2.0,3.0,0.093994,0.165283,0.979736,-0.12207,-0.061035,0.0,-510.0,-38.0,573.0,345.0,0.0,1021.799988,38.240002,0.087206,-70.900879,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
100,1715390944.0,2024-05-11 01:29:04+00:00,2024-05-11 10:29:04+09:00,2024,5,11,1,29,4,0,1.0,29.0,4.0,40.540508,141.557571,6.263,2.0,3.0,0.095459,0.163574,0.97998,-0.12207,-0.061035,0.0,-510.0,-39.0,577.0,345.0,0.0,1022.099976,38.23,0.090179,-73.379799,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
125,1715390945.0,2024-05-11 01:29:05+00:00,2024-05-11 10:29:05+09:00,2024,5,11,1,29,5,0,1.0,29.0,5.0,40.540535,141.557556,7.051,2.0,3.0,0.096436,0.164795,0.978271,-0.12207,0.0,0.061035,-509.0,-39.0,578.0,345.0,0.0,1021.200012,38.220001,0.08126,-65.941277,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
150,1715390946.0,2024-05-11 01:29:06+00:00,2024-05-11 10:29:06+09:00,2024,5,11,1,29,6,0,1.0,29.0,6.0,40.540436,141.557526,3.092,2.0,3.0,0.094971,0.165039,0.980713,-0.244141,0.061035,-0.061035,-509.0,-39.0,574.0,345.0,0.0,1021.200012,38.209999,0.08126,-65.941277,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
175,1715390947.0,2024-05-11 01:29:07+00:00,2024-05-11 10:29:07+09:00,2024,5,11,1,29,7,0,1.0,29.0,7.0,40.540337,141.557495,-0.577,2.0,3.0,0.095215,0.164551,0.979248,-0.12207,0.12207,0.0,-509.0,-39.0,576.0,346.0,0.0,1022.200012,38.209999,0.09117,-74.206306,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
200,1715390948.0,2024-05-11 01:29:08+00:00,2024-05-11 10:29:08+09:00,2024,5,11,1,29,8,0,1.0,29.0,8.0,40.539028,141.557541,0.27,2.0,3.0,0.093506,0.162354,0.979736,-0.244141,-0.12207,0.0,-510.0,-39.0,575.0,345.0,0.0,1021.799988,38.200001,0.087206,-70.900879,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
225,1715390949.0,2024-05-11 01:29:09+00:00,2024-05-11 10:29:09+09:00,2024,5,11,1,29,9,0,1.0,29.0,9.0,40.539043,141.557526,-1.2,2.0,3.0,0.095215,0.164551,0.980469,-0.12207,-0.061035,-0.061035,-509.0,-40.0,574.0,345.0,0.0,1021.400024,38.189999,0.083242,-67.59491,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
250,1715390950.0,2024-05-11 01:29:10+00:00,2024-05-11 10:29:10+09:00,2024,5,11,1,29,10,0,1.0,29.0,10.0,40.539043,141.557541,1.21,2.0,3.0,0.094482,0.164062,0.980713,-0.12207,-0.12207,-0.061035,-509.0,-38.0,572.0,349.0,0.0,1021.599976,38.18,0.085224,-69.247772,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
275,1715390951.0,2024-05-11 01:29:11+00:00,2024-05-11 10:29:11+09:00,2024,5,11,1,29,11,0,1.0,29.0,11.0,40.53904,141.557541,1.627,2.0,3.0,0.093994,0.165283,0.979004,-0.183105,0.0,0.0,-510.0,-40.0,574.0,342.0,0.0,1022.0,38.18,0.089188,-72.553726,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
300,1715390952.0,2024-05-11 01:29:12+00:00,2024-05-11 10:29:12+09:00,2024,5,11,1,29,12,0,1.0,29.0,12.0,40.53904,141.557541,0.522,2.0,3.0,0.093994,0.164307,0.979248,-0.183105,-0.061035,0.0,-509.0,-39.0,573.0,348.0,0.0,1022.299988,38.169998,0.092161,-75.032249,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
325,1715390953.0,2024-05-11 01:29:13+00:00,2024-05-11 10:29:13+09:00,2024,5,11,1,29,13,0,1.0,29.0,13.0,40.539047,141.557541,-1.343,2.0,3.0,0.096191,0.166016,0.980957,-0.183105,-0.12207,-0.061035,-512.0,-38.0,574.0,331.0,0.0,1021.400024,38.16,0.083242,-67.59491,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
350,1715390954.0,2024-05-11 01:29:14+00:00,2024-05-11 10:29:14+09:00,2024,5,11,1,29,14,0,1.0,29.0,14.0,40.539047,141.557541,-0.037,2.0,3.0,0.092285,0.165771,0.979248,-0.183105,-0.183105,0.0,-510.0,-39.0,573.0,350.0,0.0,1021.599976,38.150002,0.085224,-69.247772,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
375,1715390955.0,2024-05-11 01:29:15+00:00,2024-05-11 10:29:15+09:00,2024,5,11,1,29,15,0,1.0,29.0,15.0,40.539051,141.557541,-1.511,2.0,3.0,0.092773,0.166748,0.979736,-0.183105,-0.061035,0.0,-509.0,-38.0,573.0,350.0,0.0,1022.099976,38.150002,0.090179,-73.379799,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
400,1715390956.0,2024-05-11 01:29:16+00:00,2024-05-11 10:29:16+09:00,2024,5,11,1,29,16,0,1.0,29.0,16.0,40.539055,141.557526,-1.912,2.0,3.0,0.093018,0.16626,0.978271,-0.12207,0.061035,0.0,-509.0,-39.0,573.0,350.0,0.0,1021.700012,38.150002,0.086215,-70.074615,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
425,1715390957.0,2024-05-11 01:29:17+00:00,2024-05-11 10:29:17+09:00,2024,5,11,1,29,17,0,1.0,29.0,17.0,40.539059,141.557526,-3.187,2.0,3.0,0.094482,0.166016,0.979004,-0.12207,-0.183105,0.061035,-509.0,-39.0,575.0,350.0,0.0,1021.700012,38.139999,0.086215,-70.074615,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
450,1715390958.0,2024-05-11 01:29:18+00:00,2024-05-11 10:29:18+09:00,2024,5,11,1,29,18,0,1.0,29.0,18.0,40.539162,141.557617,1.548,3.0,4.0,0.095459,0.166992,0.979492,-0.183105,-0.244141,0.061035,-509.0,-39.0,575.0,351.0,0.0,1021.900024,38.139999,0.088197,-71.727585,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
475,1715390959.0,2024-05-11 01:29:19+00:00,2024-05-11 10:29:19+09:00,2024,5,11,1,29,19,0,1.0,29.0,19.0,40.539143,141.557648,-3.054,3.0,4.0,0.094482,0.166016,0.978027,-0.183105,0.0,0.0,-509.0,-40.0,574.0,351.0,0.0,1021.700012,38.130001,0.086215,-70.074615,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
500,1715390960.0,2024-05-11 01:29:20+00:00,2024-05-11 10:29:20+09:00,2024,5,11,1,29,20,0,1.0,29.0,20.0,40.539139,141.557648,-2.05,3.0,4.0,0.09375,0.166504,0.978027,-0.12207,-0.061035,0.061035,-510.0,-38.0,574.0,352.0,0.0,1021.900024,38.130001,0.088197,-71.727585,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
525,1715390961.0,2024-05-11 01:29:21+00:00,2024-05-11 10:29:21+09:00,2024,5,11,1,29,21,0,1.0,29.0,21.0,40.539124,141.557648,-3.287,3.0,4.0,0.094727,0.166748,0.979736,-0.183105,-0.061035,0.0,-509.0,-39.0,575.0,351.0,0.0,1022.099976,38.130001,0.090179,-73.379799,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,9.0,0.0
550,1715390962.0,2024-05-11 01:29:22+00:00,2024-05-11 10:29:22+09:00,2024,5,11,1,29,22,0,1.0,29.0,22.0,40.53912,141.557648,-3.383,3.0,4.0,0.095215,0.16626,0.978027,-0.244141,-0.061035,0.0,-509.0,-40.0,573.0,350.0,0.0,1021.700012,38.119999,0.086215,-70.074615,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
575,1715390963.0,2024-05-11 01:29:23+00:00,2024-05-11 10:29:23+09:00,2024,5,11,1,29,23,0,1.0,29.0,23.0,40.539116,141.557648,-3.495,3.0,4.0,0.095459,0.166504,0.979248,-0.12207,0.0,0.0,-508.0,-38.0,575.0,350.0,0.0,1021.400024,38.119999,0.083242,-67.59491,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
600,1715390964.0,2024-05-11 01:29:24+00:00,2024-05-11 10:29:24+09:00,2024,5,11,1,29,24,0,1.0,29.0,24.0,40.539112,141.557632,-3.818,3.0,4.0,0.093018,0.166016,0.979248,-0.305176,-0.12207,0.0,-509.0,-38.0,576.0,350.0,0.0,1021.700012,38.119999,0.086215,-70.074615,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
625,1715390965.0,2024-05-11 01:29:25+00:00,2024-05-11 10:29:25+09:00,2024,5,11,1,29,25,0,1.0,29.0,25.0,40.539124,141.557632,-1.748,3.0,4.0,0.092773,0.166992,0.97998,-0.12207,-0.061035,-0.061035,-509.0,-39.0,576.0,350.0,0.0,1022.0,38.119999,0.089188,-72.553726,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
650,1715390966.0,2024-05-11 01:29:26+00:00,2024-05-11 10:29:26+09:00,2024,5,11,1,29,26,0,1.0,29.0,26.0,40.539204,141.5578,1.034,3.0,5.0,0.094482,0.16626,0.980469,-0.12207,-0.061035,0.061035,-509.0,-39.0,572.0,351.0,0.0,1021.900024,38.119999,0.088197,-71.727585,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
675,1715390967.0,2024-05-11 01:29:27+00:00,2024-05-11 10:29:27+09:00,2024,5,11,1,29,27,0,1.0,29.0,27.0,40.539215,141.557785,3.133,3.0,5.0,0.094727,0.167725,0.979004,-0.183105,-0.12207,-0.061035,-509.0,-40.0,575.0,351.0,0.0,1021.299988,38.119999,0.082251,-66.767876,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
700,1715390968.0,2024-05-11 01:29:28+00:00,2024-05-11 10:29:28+09:00,2024,5,11,1,29,28,0,1.0,29.0,28.0,40.539238,141.55777,7.335,3.0,5.0,0.09375,0.167236,0.979248,-0.244141,-0.12207,0.061035,-510.0,-40.0,576.0,350.0,0.0,1021.700012,38.110001,0.086215,-70.074615,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
725,1715390969.0,2024-05-11 01:29:29+00:00,2024-05-11 10:29:29+09:00,2024,5,11,1,29,29,0,1.0,29.0,29.0,40.539265,141.557739,11.83,3.0,5.0,0.092529,0.167725,0.979004,-0.244141,-0.061035,0.0,-509.0,-39.0,573.0,350.0,0.0,1022.0,38.119999,0.089188,-72.553726,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
750,1715390970.0,2024-05-11 01:29:30+00:00,2024-05-11 10:29:30+09:00,2024,5,11,1,29,30,0,1.0,29.0,30.0,40.539291,141.557739,15.954,3.0,5.0,0.093506,0.166504,0.97876,-0.183105,0.061035,0.061035,-510.0,-39.0,574.0,351.0,0.0,1022.099976,38.119999,0.090179,-73.379799,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
775,1715390971.0,2024-05-11 01:29:31+00:00,2024-05-11 10:29:31+09:00,2024,5,11,1,29,31,0,1.0,29.0,31.0,40.539314,141.557739,19.058001,3.0,5.0,0.095703,0.16626,0.978271,-0.183105,0.061035,-0.061035,-511.0,-40.0,574.0,350.0,0.0,1021.5,38.119999,0.084233,-68.421371,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
800,1715390972.0,2024-05-11 01:29:32+00:00,2024-05-11 10:29:32+09:00,2024,5,11,1,29,32,0,1.0,29.0,32.0,40.539341,141.557739,22.471001,3.0,4.0,0.095703,0.166748,0.977783,-0.183105,0.0,-0.061035,-510.0,-38.0,574.0,350.0,0.0,1021.700012,38.119999,0.086215,-70.074615,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
825,1715390973.0,2024-05-11 01:29:33+00:00,2024-05-11 10:29:33+09:00,2024,5,11,1,29,33,0,1.0,29.0,33.0,40.539364,141.557739,25.812,3.0,4.0,0.094238,0.165771,0.978516,-0.244141,-0.061035,0.0,-510.0,-40.0,574.0,351.0,0.0,1021.700012,38.119999,0.086215,-70.074615,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
850,1715390974.0,2024-05-11 01:29:34+00:00,2024-05-11 10:29:34+09:00,2024,5,11,1,29,34,0,1.0,29.0,34.0,40.539387,141.557739,28.639999,3.0,5.0,0.094971,0.166748,0.980713,-0.183105,-0.12207,0.061035,-509.0,-39.0,575.0,351.0,0.0,1021.900024,38.119999,0.088197,-71.727585,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
875,1715390975.0,2024-05-11 01:29:35+00:00,2024-05-11 10:29:35+09:00,2024,5,11,1,29,35,0,1.0,29.0,35.0,40.53941,141.557755,31.552999,3.0,5.0,0.093018,0.16748,0.978027,-0.183105,0.061035,0.061035,-509.0,-38.0,575.0,350.0,0.0,1021.700012,38.119999,0.086215,-70.074615,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
900,1715390976.0,2024-05-11 01:29:36+00:00,2024-05-11 10:29:36+09:00,2024,5,11,1,29,36,0,1.0,29.0,36.0,40.539429,141.557755,33.889,3.0,5.0,0.093262,0.165527,0.979492,-0.244141,-0.12207,-0.061035,-509.0,-39.0,572.0,350.0,0.0,1021.5,38.119999,0.084233,-68.421371,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
925,1715390977.0,2024-05-11 01:29:37+00:00,2024-05-11 10:29:37+09:00,2024,5,11,1,29,37,0,1.0,29.0,37.0,40.539448,141.557755,36.126999,3.0,5.0,0.093994,0.166016,0.978516,-0.183105,-0.061035,0.0,-510.0,-39.0,578.0,350.0,0.0,1021.900024,38.119999,0.088197,-71.727585,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
950,1715390978.0,2024-05-11 01:29:38+00:00,2024-05-11 10:29:38+09:00,2024,5,11,1,29,38,0,1.0,29.0,38.0,40.539459,141.557755,37.966,3.0,5.0,0.095947,0.166016,0.97876,-0.244141,-0.061035,0.061035,-509.0,-38.0,576.0,350.0,0.0,1021.700012,38.130001,0.086215,-70.074615,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
975,1715390979.0,2024-05-11 01:29:39+00:00,2024-05-11 10:29:39+09:00,2024,5,11,1,29,39,0,1.0,29.0,39.0,40.539459,141.55777,38.43,3.0,5.0,0.092529,0.166992,0.978516,-0.183105,-0.061035,0.0,-510.0,-39.0,574.0,347.0,0.0,1021.799988,38.130001,0.087206,-70.900879,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
1000,1715390980.0,2024-05-11 01:29:40+00:00,2024-05-11 10:29:40+09:00,2024,5,11,1,29,40,0,1.0,29.0,40.0,40.539074,141.557739,-2.294,3.0,5.0,0.094238,0.16748,0.977295,-0.12207,-0.061035,-0.061035,-511.0,-38.0,577.0,347.0,0.0,1021.599976,38.130001,0.085224,-69.247772,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1025,1715390981.0,2024-05-11 01:29:41+00:00,2024-05-11 10:29:41+09:00,2024,5,11,1,29,41,0,1.0,29.0,41.0,40.539116,141.557709,2.92,3.0,5.0,0.093262,0.167236,0.978027,-0.183105,0.0,-0.061035,-510.0,-38.0,577.0,349.0,0.0,1021.799988,38.130001,0.087206,-70.900879,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
1050,1715390982.0,2024-05-11 01:29:42+00:00,2024-05-11 10:29:42+09:00,2024,5,11,1,29,42,0,1.0,29.0,42.0,40.539154,141.557678,8.121,3.0,5.0,0.093262,0.164551,0.980225,-0.305176,-0.061035,0.0,-510.0,-38.0,574.0,346.0,0.0,1021.700012,38.139999,0.086215,-70.074615,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1075,1715390983.0,2024-05-11 01:29:43+00:00,2024-05-11 10:29:43+09:00,2024,5,11,1,29,43,0,1.0,29.0,43.0,40.539173,141.557663,10.578,3.0,5.0,0.092285,0.166504,0.97876,-0.183105,0.061035,0.061035,-509.0,-38.0,573.0,352.0,0.0,1022.200012,38.139999,0.09117,-74.206306,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1100,1715390984.0,2024-05-11 01:29:44+00:00,2024-05-11 10:29:44+09:00,2024,5,11,1,29,44,0,1.0,29.0,44.0,40.539181,141.557663,11.733,3.0,5.0,0.092285,0.165771,0.978271,-0.244141,-0.061035,0.061035,-510.0,-38.0,573.0,348.0,0.0,1022.200012,38.150002,0.09117,-74.206306,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
1125,1715390985.0,2024-05-11 01:29:45+00:00,2024-05-11 10:29:45+09:00,2024,5,11,1,29,45,0,1.0,29.0,45.0,40.539181,141.557663,11.801,3.0,5.0,0.093506,0.168213,0.977295,-0.12207,0.12207,-0.061035,-509.0,-39.0,576.0,348.0,0.0,1021.900024,38.150002,0.088197,-71.727585,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
1150,1715390986.0,2024-05-11 01:29:46+00:00,2024-05-11 10:29:46+09:00,2024,5,11,1,29,46,0,1.0,29.0,46.0,40.539188,141.557663,12.555,3.0,5.0,0.094727,0.167725,0.978271,-0.183105,-0.061035,0.0,-510.0,-38.0,572.0,333.0,0.0,1021.799988,38.150002,0.087206,-70.900879,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1175,1715390987.0,2024-05-11 01:29:47+00:00,2024-05-11 10:29:47+09:00,2024,5,11,1,29,47,0,1.0,29.0,47.0,40.539192,141.557648,13.024,3.0,5.0,0.093018,0.169189,0.979492,-0.244141,-0.061035,-0.061035,-509.0,-38.0,573.0,351.0,0.0,1022.0,38.16,0.089188,-72.553726,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1200,1715390988.0,2024-05-11 01:29:48+00:00,2024-05-11 10:29:48+09:00,2024,5,11,1,29,48,0,1.0,29.0,48.0,40.539188,141.557648,12.538,3.0,5.0,0.092773,0.168945,0.977539,-0.244141,0.061035,0.0,-510.0,-39.0,574.0,352.0,0.0,1022.099976,38.16,0.090179,-73.379799,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
1225,1715390989.0,2024-05-11 01:29:49+00:00,2024-05-11 10:29:49+09:00,2024,5,11,1,29,49,0,1.0,29.0,49.0,40.539196,141.557648,13.246,3.0,5.0,0.091309,0.16748,0.978516,-0.183105,-0.061035,0.061035,-510.0,-39.0,574.0,350.0,0.0,1021.400024,38.169998,0.083242,-67.59491,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1250,1715390990.0,2024-05-11 01:29:50+00:00,2024-05-11 10:29:50+09:00,2024,5,11,1,29,50,0,1.0,29.0,50.0,40.539196,141.557632,13.35,3.0,5.0,0.093506,0.169434,0.97998,-0.244141,-0.061035,0.061035,-510.0,-38.0,576.0,350.0,0.0,1021.799988,38.169998,0.087206,-70.900879,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1275,1715390991.0,2024-05-11 01:29:51+00:00,2024-05-11 10:29:51+09:00,2024,5,11,1,29,51,0,1.0,29.0,51.0,40.5392,141.557632,13.724,3.0,5.0,0.094482,0.16748,0.977783,-0.488281,-0.305176,0.0,-511.0,-40.0,574.0,344.0,0.0,1022.099976,38.18,0.090179,-73.379799,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
1300,1715390992.0,2024-05-11 01:29:52+00:00,2024-05-11 10:29:52+09:00,2024,5,11,1,29,52,0,1.0,29.0,52.0,40.539204,141.557632,14.059,3.0,6.0,0.091553,0.148193,0.976318,-0.12207,-0.244141,-0.183105,-509.0,-38.0,573.0,330.0,0.0,1022.0,38.18,0.089188,-72.553726,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1325,1715390993.0,2024-05-11 01:29:53+00:00,2024-05-11 10:29:53+09:00,2024,5,11,1,29,53,0,1.0,29.0,53.0,40.539204,141.557632,14.452,3.0,6.0,-0.775635,0.020996,-0.104492,16.357422,15.991211,24.536133,-523.0,32.0,553.0,890.0,0.0,1021.900024,38.200001,0.088197,-71.727585,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1350,1715390994.0,2024-05-11 01:29:54+00:00,2024-05-11 10:29:54+09:00,2024,5,11,1,29,54,0,1.0,29.0,54.0,40.539204,141.557632,14.326,3.0,6.0,-0.989502,0.023193,0.166992,11.291504,-132.568359,-58.410645,-522.0,29.0,558.0,895.0,0.0,1021.400024,38.209999,0.083242,-67.59491,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
1375,1715390995.0,2024-05-11 01:29:55+00:00,2024-05-11 10:29:55+09:00,2024,5,11,1,29,55,0,1.0,29.0,55.0,40.539215,141.557632,15.244,3.0,6.0,0.138672,0.5896,0.679199,241.027832,337.036133,78.186035,-484.0,7.0,581.0,704.0,0.0,1021.700012,38.23,0.086215,-70.074615,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1400,1715390996.0,2024-05-11 01:29:56+00:00,2024-05-11 10:29:56+09:00,2024,5,11,1,29,56,0,1.0,29.0,56.0,40.539227,141.557632,16.066999,3.0,6.0,-0.939453,0.138184,0.269531,157.653809,2.746582,60.119629,-516.0,8.0,569.0,736.0,0.0,1021.700012,38.25,0.086215,-70.074615,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1425,1715390997.0,2024-05-11 01:29:57+00:00,2024-05-11 10:29:57+09:00,2024,5,11,1,29,57,0,1.0,29.0,57.0,40.539227,141.557632,16.358,3.0,6.0,-0.247559,-0.157959,1.114014,-11.84082,-114.685059,-13.366699,-477.0,23.0,580.0,504.0,0.0,1021.599976,38.27,0.085224,-69.247772,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1450,1715390998.0,2024-05-11 01:29:58+00:00,2024-05-11 10:29:58+09:00,2024,5,11,1,29,58,0,1.0,29.0,58.0,40.539238,141.557632,17.058001,3.0,6.0,0.025879,0.01001,1.001709,-3.295898,-4.272461,-3.540039,-463.0,14.0,570.0,824.0,0.0,1022.0,38.290001,0.089188,-72.553726,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1475,1715390999.0,2024-05-11 01:29:59+00:00,2024-05-11 10:29:59+09:00,2024,5,11,1,29,59,0,1.0,29.0,59.0,40.539257,141.557632,18.381001,3.0,6.0,0.068604,-0.017334,0.996826,0.0,0.12207,3.173828,-462.0,16.0,569.0,797.0,0.0,1021.799988,38.310001,0.087206,-70.900879,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1500,1715391000.0,2024-05-11 01:30:00+00:00,2024-05-11 10:30:00+09:00,2024,5,11,1,30,0,0,1.0,30.0,0.0,40.539249,141.557632,17.004999,3.0,7.0,0.05542,0.001709,0.999268,3.356934,-1.220703,3.417969,-463.0,17.0,571.0,750.0,0.0,1021.5,38.32,0.084233,-68.421371,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,13.0,0.0
1525,1715391001.0,2024-05-11 01:30:01+00:00,2024-05-11 10:30:01+09:00,2024,5,11,1,30,1,0,1.0,30.0,1.0,40.539253,141.557632,16.902,3.0,7.0,0.027832,-0.014404,0.983154,-0.244141,1.159668,-1.464844,-464.0,16.0,572.0,756.0,0.0,1021.799988,38.349998,0.087206,-70.900879,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,8.0,0.0
1550,1715391002.0,2024-05-11 01:30:02+00:00,2024-05-11 10:30:02+09:00,2024,5,11,1,30,2,0,1.0,30.0,2.0,40.539234,141.557632,15.43,3.0,7.0,-0.801514,0.259033,-0.149658,-117.004395,70.922852,-53.527832,-512.0,1.0,571.0,884.0,0.0,1021.900024,38.369999,0.088197,-71.727585,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,3.0,0.0
1575,1715391003.0,2024-05-11 01:30:03+00:00,2024-05-11 10:30:03+09:00,2024,5,11,1,30,3,0,1.0,30.0,3.0,40.539204,141.557632,12.648,3.0,7.0,-0.994141,0.062744,0.115234,4.02832,-0.976562,2.563477,-521.0,11.0,564.0,927.0,0.0,1021.900024,38.400002,0.088197,-71.727585,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0
1600,1715391004.0,2024-05-11 01:30:04+00:00,2024-05-11 10:30:04+09:00,2024,5,11,1,30,4,0,1.0,30.0,4.0,40.539188,141.557632,11.738,3.0,7.0,-0.996582,0.083008,0.165039,2.807617,-0.549316,-0.061035,-519.0,8.0,566.0,942.0,0.0,1021.799988,38.41,0.087206,-70.900879,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1625,1715391005.0,2024-05-11 01:30:05+00:00,2024-05-11 10:30:05+09:00,2024,5,11,1,30,5,0,1.0,30.0,5.0,40.539177,141.557617,11.248,3.0,7.0,-0.996582,0.101318,0.182861,3.295898,-0.671387,1.586914,-519.0,8.0,564.0,931.0,0.0,1021.799988,38.43,0.087206,-70.900879,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,3.0,0.0
1650,1715391006.0,2024-05-11 01:30:06+00:00,2024-05-11 10:30:06+09:00,2024,5,11,1,30,6,0,1.0,30.0,6.0,40.539173,141.557617,11.049,3.0,7.0,-0.981445,0.219727,0.105469,14.831543,23.55957,96.923828,-517.0,-2.0,563.0,1055.0,0.0,1021.700012,38.450001,0.086215,-70.074615,4.1625,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
